"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","Probable Pitcher","Batting Order"
"34316-52167","P","Andrew","Andrew Heaney","Heaney","31.766666666666666","30","8600","MIL@LAA","LAA","MIL","IL","Elbow","","",""
"34316-60632","P","Kyle","Kyle Freeland","Freeland","40.5","2","8500","ATL@COL","COL","ATL","","","","Yes",""
"34316-79224","P","Chris","Chris Paddack","Paddack","28","2","8500","SDP@SFG","SDP","SFG","","","","",""
"34316-68482","P","Zach","Zach Eflin","Eflin","48","1","8400","WAS@PHI","PHI","WAS","","","","",""
"34316-79147","P","Jakob","Jakob Junis","Junis","34.5","2","8300","SEA@KAN","KAN","SEA","","","","",""
"34316-65987","P","Domingo","Domingo German","German","42","1","8300","NYY@HOU","NYY","HOU","","","","",""
"34316-15234","P","Brad","Brad Peacock","Peacock","42","1","8300","NYY@HOU","HOU","NYY","","","","",""
"34316-52190","P","Marco","Marco Gonzales","Gonzales","32.333333333333336","3","8300","SEA@KAN","SEA","KAN","","","","",""
"34316-37999","P","Michael","Michael Wacha","Wacha","37.5","2","8200","LOS@STL","STL","LOS","","","","",""
"34316-5547","P","CC","CC Sabathia","Sabathia","27.275862068965516","29","8100","NYY@HOU","NYY","HOU","IL","Knee","","",""
"34316-12306","P","Jake","Jake Arrieta","Arrieta","31","2","7900","WAS@PHI","PHI","WAS","","","","",""
"34316-63781","P","Frankie","Frankie Montas","Montas","33.5","2","7900","OAK@BAL","OAK","BAL","","","","",""
"34316-84431","P","Dereck","Dereck Rodriguez","Rodriguez","20","2","7900","SDP@SFG","SFG","SDP","","","","",""
"34316-82636","P","Joey","Joey Lucchesi","Lucchesi","41","2","7900","SDP@SFG","SDP","SFG","","","","",""
"34316-52166","P","Julio","Julio Urias","Urias","36","1","7800","LOS@STL","LOS","STL","","","","",""
"34316-60637","P","Sean","Sean Newcomb","Newcomb","21","1","7700","ATL@COL","ATL","COL","","","","",""
"34316-79072","P","Brad","Brad Keller","Keller","37","2","7600","SEA@KAN","KAN","SEA","","","","",""
"34316-38000","P","Kevin","Kevin Gausman","Gausman","52","1","7500","ATL@COL","ATL","COL","","","","",""
"34316-13444","P","Mike","Mike Fiers","Fiers","24.666666666666668","3","7500","OAK@BAL","OAK","BAL","","","","",""
"34316-83190","P","Freddy","Freddy Peralta","Peralta","36.5","2","7500","MIL@LAA","MIL","LAA","","","","",""
"34316-17121","P","Miles","Miles Mikolas","Mikolas","10.5","2","7500","LOS@STL","STL","LOS","","","","Yes",""
"34316-52155","P","Jon","Jon Gray","Gray","30","2","7500","ATL@COL","COL","ATL","","","","",""
"34316-11339","P","Mike","Mike Leake","Leake","42","2","7400","SEA@KAN","SEA","KAN","","","","",""
"34316-80582","P","Brandon","Brandon Woodruff","Woodruff","27","2","7400","MIL@LAA","MIL","LAA","","","","",""
"34316-13268","P","Danny","Danny Duffy","Duffy","25.857142857142858","28","7400","SEA@KAN","KAN","SEA","IL","Shoulder","","",""
"34316-5599","P","Trevor","Trevor Cahill","Cahill","24.5","2","7300","MIL@LAA","LAA","MIL","","","","Yes",""
"34316-85531","P","Josh","Josh James","James","11.25","4","7300","NYY@HOU","HOU","NYY","","","","",""
"34316-13872","P","Tyler","Tyler Skaggs","Skaggs","27.5","2","7300","MIL@LAA","LAA","MIL","","","","",""
"34316-85599","P","Framber","Framber Valdez","Valdez","6","2","7300","NYY@HOU","HOU","NYY","","","","",""
"34316-82604","P","Corbin","Corbin Burnes","Burnes","25.5","2","7300","MIL@LAA","MIL","LAA","","","","",""
"34316-53396","P","Nick","Nick Tropeano","Tropeano","24.714285714285715","14","7200","MIL@LAA","LAA","MIL","IL","Shoulder","","",""
"34316-38161","P","Chase","Chase Anderson","Anderson","19.5","2","7200","MIL@LAA","MIL","LAA","","","","",""
"34316-5661","P","Felix","Felix Hernandez","Hernandez","31","1","7200","SEA@KAN","SEA","KAN","","","","Yes",""
"34316-5416","P","Brett","Brett Anderson","Anderson","31","2","7100","OAK@BAL","OAK","BAL","","","","",""
"34316-79226","P","Eric","Eric Lauer","Lauer","23","2","7100","SDP@SFG","SDP","SFG","","","","Yes",""
"34316-102001","P","Yusei","Yusei Kikuchi","Kikuchi","22","3","7100","SEA@KAN","SEA","KAN","","","","",""
"34316-39686","P","Carlos","Carlos Martinez","Martinez","19.647058823529413","34","7100","LOS@STL","STL","LOS","IL","Shoulder","","",""
"34316-68452","P","Kenta","Kenta Maeda","Maeda","34.5","2","7100","LOS@STL","LOS","STL","","","","",""
"34316-6151","P","Anibal","Anibal Sanchez","Sanchez","9","1","7000","WAS@PHI","WAS","PHI","","","","Yes",""
"34316-52998","P","Aaron","Aaron Brooks","Brooks","26","2","7000","OAK@BAL","OAK","BAL","","","","",""
"34316-68529","P","Jharel","Jharel Cotton","Cotton","0","0","7000","OAK@BAL","OAK","BAL","IL","Elbow","","",""
"34316-73301","P","Brent","Brent Suter","Suter","22","21","6900","MIL@LAA","MIL","LAA","IL","Elbow","","",""
"34316-79853","P","Jordan","Jordan Montgomery","Montgomery","23","6","6900","NYY@HOU","NYY","HOU","IL","Elbow","","",""
"34316-5431","P","Adam","Adam Wainwright","Wainwright","9","1","6800","LOS@STL","STL","LOS","","","","",""
"34316-62872","P","Vince","Vince Velasquez","Velasquez","9","1","6800","WAS@PHI","PHI","WAS","","","","Yes",""
"34316-12918","P","Julio","Julio Teheran","Teheran","30","2","6700","ATL@COL","ATL","COL","","","","Yes",""
"34316-23409","P","Dan","Dan Straily","Straily","21.615384615384617","26","6700","OAK@BAL","BAL","OAK","","","","",""
"34316-12972","P","Wade","Wade Miley","Miley","30","2","6600","NYY@HOU","HOU","NYY","","","","",""
"34316-53067","P","Chris","Chris Bassitt","Bassitt","21.636363636363637","11","6600","OAK@BAL","OAK","BAL","IL","Lower leg","","",""
"34316-8101","P","Ian","Ian Kennedy","Kennedy","4","3","6600","SEA@KAN","KAN","SEA","","","","",""
"34316-6320","P","Marco","Marco Estrada","Estrada","19.666666666666668","3","6500","OAK@BAL","OAK","BAL","","","","Yes",""
"34316-62871","P","Junior","Junior Guerra","Guerra","5.25","4","6500","MIL@LAA","MIL","LAA","","","","",""
"34316-5764","P","Derek","Derek Holland","Holland","24","2","6500","SDP@SFG","SFG","SDP","","","","",""
"34316-103218","P","Nick","Nick Margevicius","Margevicius","21","2","6500","SDP@SFG","SDP","SFG","","","","",""
"34316-13123","P","Alex","Alex Cobb","Cobb","23","1","6500","OAK@BAL","BAL","OAK","","","","",""
"34316-68493","P","David","David Hess","Hess","32.5","2","6500","OAK@BAL","BAL","OAK","","","","",""
"34316-72265","P","Matt","Matt Strahm","Strahm","-1","1","6400","SDP@SFG","SDP","SFG","","","","",""
"34316-13438","P","Drew","Drew Pomeranz","Pomeranz","27","1","6300","SDP@SFG","SFG","SDP","","","","",""
"34316-38246","P","Tyler","Tyler Anderson","Anderson","4.5","2","6300","ATL@COL","COL","ATL","","","","",""
"34316-16957","P","Dylan","Dylan Bundy","Bundy","15.5","2","6300","OAK@BAL","BAL","OAK","","","","",""
"34316-6149","P","Jeff","Jeff Samardzija","Samardzija","19","2","6200","SDP@SFG","SFG","SDP","","","","",""
"34316-10968","P","Jeremy","Jeremy Hellickson","Hellickson","0","1","6200","WAS@PHI","WAS","PHI","","","","",""
"34316-6018","P","Wade","Wade LeBlanc","LeBlanc","13","1","6200","SEA@KAN","SEA","KAN","","","","",""
"34316-79254","P","Dakota","Dakota Hudson","Hudson","12","2","6100","LOS@STL","STL","LOS","","","","",""
"34316-82535","P","Kyle","Kyle Wright","Wright","22","2","6100","ATL@COL","ATL","COL","","","","",""
"34316-17074","P","Matt","Matt Harvey","Harvey","11","2","6100","MIL@LAA","LAA","MIL","","","","",""
"34316-66765","P","Jorge","Jorge Lopez","Lopez","23","2","6000","SEA@KAN","KAN","SEA","","","","",""
"34316-65988","P","Zach","Zach Davies","Davies","13.5","2","6000","MIL@LAA","MIL","LAA","","","","",""
"34316-70624","P","Chris","Chris Stratton","Stratton","4","1","6000","MIL@LAA","LAA","MIL","","","","",""
"34316-12269","P","Andrew","Andrew Cashner","Cashner","20","2","6000","OAK@BAL","BAL","OAK","","","","Yes",""
"34316-83163","P","Jonathan","Jonathan Loaisiga","Loaisiga","21","1","5800","NYY@HOU","NYY","HOU","","","","",""
"34316-5790","P","Homer","Homer Bailey","Bailey","30","1","5800","SEA@KAN","KAN","SEA","","","","Yes",""
"34316-52185","P","Max","Max Fried","Fried","16","3","5800","ATL@COL","ATL","COL","","","","",""
"34316-68517","P","Antonio","Antonio Senzatela","Senzatela","17.304347826086957","23","5700","ATL@COL","COL","ATL","IL","Foot","","",""
"34316-73363","P","Felix","Felix Pena","Pena","20","2","5600","MIL@LAA","LAA","MIL","","","","",""
"34316-17118","P","Robbie","Robbie Erlin","Erlin","8","2","5600","SDP@SFG","SDP","SFG","","","","",""
"34316-97300","P","John","John Means","Means","15.666666666666666","3","5500","OAK@BAL","BAL","OAK","","","","",""
"34316-79895","P","Miguel","Miguel Diaz","Diaz","11.090909090909092","11","5500","SDP@SFG","SDP","SFG","IL","Knee","","",""
"34316-68653","P","Luis","Luis Cessa","Cessa","22","1","5500","NYY@HOU","NYY","HOU","","","","",""
"34316-68654","P","John","John Gant","Gant","7.8","5","5500","LOS@STL","STL","LOS","","","","",""
"34316-82997","P","Gerson","Gerson Bautista","Bautista","0.8","5","5500","SEA@KAN","SEA","KAN","IL","Pectoral","","",""
"34316-82999","P","Scott","Scott Barlow","Barlow","2","1","5500","SEA@KAN","KAN","SEA","","","","",""
"34316-82998","P","Lou","Lou Trivino","Trivino","6.714285714285714","7","5500","OAK@BAL","OAK","BAL","","","","",""
"34316-79930","P","Shane","Shane Carle","Carle","0.6666666666666666","3","5500","ATL@COL","ATL","COL","","","","",""
"34316-11325","P","Sean","Sean Doolittle","Doolittle","10.666666666666666","3","5500","WAS@PHI","WAS","PHI","","","","",""
"34316-21565","P","Ryan","Ryan Buchter","Buchter","3.5714285714285716","7","5500","OAK@BAL","OAK","BAL","","","","",""
"34316-38982","P","Noe","Noe Ramirez","Ramirez","10.5","2","5500","MIL@LAA","LAA","MIL","","","","",""
"34316-23626","P","Will","Will Harris","Harris","5.333333333333333","3","5500","NYY@HOU","HOU","NYY","","","","",""
"34316-5203","P","Fernando","Fernando Rodney","Rodney","2.1666666666666665","6","5500","OAK@BAL","OAK","BAL","","","","",""
"34316-79960","P","Paul","Paul Fry","Fry","6.5","4","5500","OAK@BAL","BAL","OAK","","","","",""
"34316-5214","P","Anthony","Anthony Swarzak","Swarzak","5","1","5500","SEA@KAN","SEA","KAN","","","","",""
"34316-73828","P","Dan","Dan Altavilla","Altavilla","1","1","5500","SEA@KAN","SEA","KAN","","","","",""
"34316-13418","P","Alex","Alex Wilson","Wilson","4.75","4","5500","MIL@LAA","MIL","LAA","","","","",""
"34316-13421","P","Arodys","Arodys Vizcaino","Vizcaino","8","3","5500","ATL@COL","ATL","COL","","","","",""
"34316-5230","P","Joe","Joe Smith","Smith","4.428571428571429","56","5500","NYY@HOU","HOU","NYY","IL","Achilles","","",""
"34316-83055","P","Harrison","Harrison Musgrave","Musgrave","5.666666666666667","3","5500","ATL@COL","COL","ATL","","","","",""
"34316-5231","P","Tony","Tony Sipp","Sipp","0.6","5","5500","WAS@PHI","WAS","PHI","","","","",""
"34316-83054","P","Justin","Justin Anderson","Anderson","7.25","4","5500","MIL@LAA","LAA","MIL","","","","",""
"34316-38002","P","Kyle","Kyle Zimmer","Zimmer","2","3","5500","SEA@KAN","KAN","SEA","","","","",""
"34316-38007","P","Jose","Jose Alvarez","Alvarez","0.3333333333333333","3","5500","WAS@PHI","PHI","WAS","","","","",""
"34316-83072","P","Trevor","Trevor Oaks","Oaks","9.5","4","5500","SEA@KAN","KAN","SEA","IL","Hip","","",""
"34316-54403","P","Trevor","Trevor Gott","Gott","8.666666666666666","3","5500","SDP@SFG","SFG","SDP","","","","",""
"34316-73865","P","Jonathan","Jonathan Holder","Holder","7.666666666666667","3","5500","NYY@HOU","NYY","HOU","","","","",""
"34316-11403","P","Jonny","Jonny Venters","Venters","-0.5","2","5500","ATL@COL","ATL","COL","","","","",""
"34316-6290","P","Wade","Wade Davis","Davis","8.5","2","5500","ATL@COL","COL","ATL","","","","",""
"34316-73877","P","Kevin","Kevin McCarthy","McCarthy","-1","5","5500","SEA@KAN","KAN","SEA","","","","",""
"34316-21653","P","Hector","Hector Neris","Neris","3.5","4","5500","WAS@PHI","PHI","WAS","","","","",""
"34316-6296","P","Mike","Mike Dunn","Dunn","1.6","5","5500","ATL@COL","COL","ATL","","","","",""
"34316-38041","P","Ryan","Ryan Pressly","Pressly","6.333333333333333","3","5500","NYY@HOU","HOU","NYY","","","","",""
"34316-80035","P","Bobby","Bobby Wahl","Wahl","2.7142857142857144","7","5500","MIL@LAA","MIL","LAA","IL","Knee","","",""
"34316-12452","P","Kenley","Kenley Jansen","Jansen","6.8","5","5500","LOS@STL","LOS","STL","","","","",""
"34316-12455","P","Josh","Josh Tomlin","Tomlin","-2","1","5500","ATL@COL","ATL","COL","","","","",""
"34316-13479","P","Joe","Joe Kelly","Kelly","-0.6666666666666666","3","5500","LOS@STL","LOS","STL","DTD","Wrist","","",""
"34316-83116","P","Wander","Wander Suero","Suero","-0.3333333333333333","3","5500","WAS@PHI","WAS","PHI","","","","",""
"34316-85164","P","Matt","Matt Festa","Festa","6.25","4","5500","SEA@KAN","SEA","KAN","","","","",""
"34316-21682","P","Aaron","Aaron Loup","Loup","6.333333333333333","3","5500","SDP@SFG","SDP","SFG","","","","",""
"34316-71875","P","Mike","Mike Mayers","Mayers","6.5","4","5500","LOS@STL","STL","LOS","","","","",""
"34316-83145","P","Jose","Jose Castillo","Castillo","6.675675675675675","37","5500","SDP@SFG","SDP","SFG","IL","Forearm","","",""
"34316-83158","P","Seranthony","Seranthony Dominguez","Dominguez","2.3333333333333335","3","5500","WAS@PHI","PHI","WAS","","","","",""
"34316-38106","P","Kirby","Kirby Yates","Yates","7","6","5500","SDP@SFG","SDP","SFG","","","","",""
"34316-12523","P","Jeremy","Jeremy Jeffress","Jeffress","7.013698630136986","73","5500","MIL@LAA","MIL","LAA","IL","Shoulder","","",""
"34316-70897","P","Edubray","Edubray Ramos","Ramos","7","2","5500","WAS@PHI","PHI","WAS","","","","",""
"34316-5362","P","Darren","Darren O'Day","O'Day","5.85","20","5500","ATL@COL","ATL","COL","IL","Forearm","","",""
"34316-85248","P","DJ","DJ Johnson","Johnson","2","5","5500","ATL@COL","COL","ATL","","","","",""
"34316-72971","P","Ben","Ben Heller","Heller","0","0","5500","NYY@HOU","NYY","HOU","IL","Elbow","","",""
"34316-70933","P","Brock","Brock Stewart","Stewart","-1","3","5500","LOS@STL","LOS","STL","","","","",""
"34316-85282","P","Brett","Brett Kennedy","Kennedy","14","6","5500","SDP@SFG","SDP","SFG","IL","Lat","","",""
"34316-79140","P","Eric","Eric Skoglund","Skoglund","18.5","14","5500","SEA@KAN","KAN","SEA","NA","Suspension","","",""
"34316-38183","P","Nate","Nate Karns","Karns","9.333333333333334","3","5500","OAK@BAL","BAL","OAK","","","","",""
"34316-53550","P","Alex","Alex Reyes","Reyes","-0.75","4","5500","LOS@STL","STL","LOS","","","","",""
"34316-38191","P","Hansel","Hansel Robles","Robles","8.2","5","5500","MIL@LAA","LAA","MIL","","","","",""
"34316-53551","P","Sam","Sam Tuivailala","Tuivailala","5.083333333333333","36","5500","SEA@KAN","SEA","KAN","IL","Achilles","","",""
"34316-5426","P","Luke","Luke Gregerson","Gregerson","2.588235294117647","17","5500","LOS@STL","STL","LOS","IL","Shoulder","","",""
"34316-12594","P","Jake","Jake McGee","McGee","8","2","5500","ATL@COL","COL","ATL","IL","Knee","","",""
"34316-38215","P","Adam","Adam Morgan","Morgan","6.5","4","5500","WAS@PHI","PHI","WAS","","","","",""
"34316-38217","P","Tommy","Tommy Kahnle","Kahnle","8.5","2","5500","NYY@HOU","NYY","HOU","","","","",""
"34316-21846","P","Chris","Chris Devenski","Devenski","9","2","5500","NYY@HOU","HOU","NYY","","","","",""
"34316-38251","P","Hunter","Hunter Strickland","Strickland","2.3333333333333335","3","5500","SEA@KAN","SEA","KAN","IL","Lat","","",""
"34316-23926","P","Tony","Tony Cingrani","Cingrani","4.866666666666666","30","5500","LOS@STL","LOS","STL","IL","Shoulder","","",""
"34316-5498","P","Johnny","Johnny Cueto","Cueto","28.22222222222222","9","5500","SDP@SFG","SFG","SDP","IL","Elbow","","",""
"34316-38285","P","Zac","Zac Rosscup","Rosscup","4.833333333333333","6","5500","SEA@KAN","SEA","KAN","","","","",""
"34316-13720","P","Juan","Juan Nicasio","Nicasio","6","3","5500","WAS@PHI","PHI","WAS","","","","",""
"34316-79269","P","Connor","Connor Sadzeck","Sadzeck","6","1","5500","SEA@KAN","SEA","KAN","","","","",""
"34316-57770","P","Alex","Alex Claudio","Claudio","1.6","5","5500","MIL@LAA","MIL","LAA","","","","",""
"34316-80313","P","Keynan","Keynan Middleton","Middleton","5.5625","16","5500","MIL@LAA","LAA","MIL","IL","Elbow","","",""
"34316-5566","P","Brett","Brett Cecil","Cecil","2.15","40","5500","LOS@STL","STL","LOS","IL","Wrist","","",""
"34316-40382","P","Luis","Luis Garcia","Garcia","3.5","4","5500","MIL@LAA","LAA","MIL","","","","",""
"34316-5587","P","Matt","Matt Albers","Albers","7","3","5500","MIL@LAA","MIL","LAA","","","","",""
"34316-80345","P","Reyes","Reyes Moronta","Moronta","8.666666666666666","3","5500","SDP@SFG","SFG","SDP","","","","",""
"34316-84452","P","Caleb","Caleb Ferguson","Ferguson","5.4","5","5500","LOS@STL","LOS","STL","","","","",""
"34316-52733","P","Scott","Scott Alexander","Alexander","4.4","5","5500","LOS@STL","LOS","STL","","","","",""
"34316-62984","P","Nick","Nick Rumbelow","Rumbelow","-0.6666666666666666","3","5500","SEA@KAN","SEA","KAN","","","","",""
"34316-85517","P","Trey","Trey Wingenter","Wingenter","5","5","5500","SDP@SFG","SDP","SFG","","","","",""
"34316-13838","P","Justin","Justin Miller","Miller","5","5","5500","WAS@PHI","WAS","PHI","","","","",""
"34316-101909","P","Travis","Travis Bergen","Bergen","2.6","5","5500","SDP@SFG","SFG","SDP","","","","",""
"34316-101913","P","Brandon","Brandon Brennan","Brennan","8.2","5","5500","SEA@KAN","SEA","KAN","","","","",""
"34316-5658","P","Joakim","Joakim Soria","Soria","2.5","6","5500","OAK@BAL","OAK","BAL","","","","",""
"34316-85530","P","Jacob","Jacob Nix","Nix","12.777777777777779","9","5500","SDP@SFG","SDP","SFG","IL","Elbow","","",""
"34316-12848","P","Hector","Hector Rondon","Rondon","7","3","5500","NYY@HOU","HOU","NYY","","","","",""
"34316-80433","P","Dinelson","Dinelson Lamet","Lamet","0","0","5500","SDP@SFG","SDP","SFG","IL","Elbow","","",""
"34316-71218","P","Dylan","Dylan Floro","Floro","5.4","5","5500","LOS@STL","LOS","STL","","","","",""
"34316-12860","P","Zack","Zack Britton","Britton","5.25","4","5500","NYY@HOU","NYY","HOU","","","","",""
"34316-80460","P","John","John Brebbia","Brebbia","12","3","5500","LOS@STL","STL","LOS","","","","",""
"34316-85582","P","Chad","Chad Sobotka","Sobotka","1.75","4","5500","ATL@COL","ATL","COL","","","","",""
"34316-5735","P","David","David Robertson","Robertson","1.5","4","5500","WAS@PHI","PHI","WAS","","","","",""
"34316-82534","P","Bryse","Bryse Wilson","Wilson","7","1","5500","ATL@COL","ATL","COL","","","","",""
"34316-5743","P","Yusmeiro","Yusmeiro Petit","Petit","2.5","4","5500","OAK@BAL","OAK","BAL","","","","",""
"34316-23151","P","Sam","Sam Dyson","Dyson","5.75","4","5500","SDP@SFG","SFG","SDP","","","","",""
"34316-70271","P","Carlos","Carlos Estevez","Estevez","8","2","5500","ATL@COL","COL","ATL","","","","",""
"34316-5761","P","Tommy","Tommy Hunter","Hunter","4.523076923076923","65","5500","WAS@PHI","PHI","WAS","IL","Elbow","","",""
"34316-52865","P","Corey","Corey Knebel","Knebel","6.807017543859649","57","5500","MIL@LAA","MIL","LAA","IL","Elbow","","",""
"34316-42626","P","Brian","Brian Flynn","Flynn","5.916666666666667","48","5500","SEA@KAN","KAN","SEA","IL","Elbow","","",""
"34316-62087","P","Miguel","Miguel Castro","Castro","3.25","4","5500","OAK@BAL","BAL","OAK","","","","",""
"34316-17037","P","Trevor","Trevor Rosenthal","Rosenthal","-7","3","5500","WAS@PHI","WAS","PHI","","","","",""
"34316-52877","P","Dominic","Dominic Leone","Leone","5.2","5","5500","LOS@STL","STL","LOS","","","","",""
"34316-52879","P","Ryan","Ryan Dull","Dull","-4","1","5500","OAK@BAL","OAK","BAL","","","","",""
"34316-17054","P","Cody","Cody Allen","Allen","5","3","5500","MIL@LAA","LAA","MIL","","","","",""
"34316-81567","P","Taylor","Taylor Cole","Cole","12","18","5500","MIL@LAA","LAA","MIL","IL","Shoulder","","",""
"34316-38563","P","Yimi","Yimi Garcia","Garcia","1.3333333333333333","6","5500","LOS@STL","LOS","STL","","","","",""
"34316-17065","P","Blake","Blake Treinen","Treinen","8.8","5","5500","OAK@BAL","OAK","BAL","","","","",""
"34316-80569","P","Daniel","Daniel Gossett","Gossett","14.2","5","5500","OAK@BAL","OAK","BAL","IL","Elbow","","",""
"34316-80571","P","Phil","Phil Maton","Maton","4","3","5500","SDP@SFG","SDP","SFG","","","","",""
"34316-80570","P","Jimmy","Jimmy Yacabonis","Yacabonis","11","2","5500","OAK@BAL","BAL","OAK","","","","",""
"34316-17094","P","Jake","Jake Diekman","Diekman","2.5","4","5500","SEA@KAN","KAN","SEA","","","","",""
"34316-82638","P","Jordan","Jordan Hicks","Hicks","7.333333333333333","3","5500","LOS@STL","STL","LOS","","","","",""
"34316-21210","P","Mychal","Mychal Givens","Givens","6","3","5500","OAK@BAL","BAL","OAK","","","","",""
"34316-13019","P","Garrett","Garrett Richards","Richards","27.6875","16","5500","SDP@SFG","SDP","SFG","IL","Elbow","","",""
"34316-21211","P","Mike","Mike Wright","Wright","1.25","4","5500","OAK@BAL","BAL","OAK","","","","",""
"34316-14047","P","Brad","Brad Boxberger","Boxberger","3.25","4","5500","SEA@KAN","KAN","SEA","","","","",""
"34316-13025","P","Pedro","Pedro Baez","Baez","5.4","5","5500","LOS@STL","LOS","STL","","","","",""
"34316-14049","P","Bryan","Bryan Shaw","Shaw","3.8","5","5500","ATL@COL","COL","ATL","","","","",""
"34316-17123","P","Chris","Chris Rusin","Rusin","4.204081632653061","49","5500","ATL@COL","COL","ATL","IL","Back","","",""
"34316-17124","P","Chad","Chad Bettis","Bettis","14","1","5500","ATL@COL","COL","ATL","","","","",""
"34316-53990","P","Shawn","Shawn Armstrong","Armstrong","5.928571428571429","14","5500","SEA@KAN","SEA","KAN","IL","Oblique","","",""
"34316-81642","P","A.J.","A.J. Minter","Minter","0","2","5500","ATL@COL","ATL","COL","","","","",""
"34316-62196","P","Roberto","Roberto Osuna","Osuna","6","3","5500","NYY@HOU","HOU","NYY","","","","",""
"34316-84733","P","Wes","Wes Parsons","Parsons","5.6","5","5500","ATL@COL","ATL","COL","","","","",""
"34316-84732","P","Robert","Robert Stock","Stock","6","5","5500","SDP@SFG","SDP","SFG","","","","",""
"34316-53001","P","Roenis","Roenis Elias","Elias","4.333333333333333","6","5500","SEA@KAN","SEA","KAN","","","","",""
"34316-14103","P","Nick","Nick Vincent","Vincent","3.25","4","5500","SDP@SFG","SFG","SDP","","","","",""
"34316-13107","P","JC","JC Ramirez","Ramirez","5.5","2","5500","MIL@LAA","LAA","MIL","IL","Elbow","","",""
"34316-53043","P","Jesse","Jesse Hahn","Hahn","0","0","5500","SEA@KAN","KAN","SEA","IL","Elbow","","",""
"34316-53045","P","Scott","Scott Oberg","Oberg","5.5","2","5500","ATL@COL","COL","ATL","","","","",""
"34316-103223","P","David","David McKay","McKay","0","0","5500","SEA@KAN","SEA","KAN","","","","",""
"34316-53048","P","Cam","Cam Bedrosian","Bedrosian","6.333333333333333","3","5500","MIL@LAA","LAA","MIL","","","","",""
"34316-70482","P","J.B.","J.B. Wendelken","Wendelken","8.4","5","5500","OAK@BAL","OAK","BAL","","","","",""
"34316-13140","P","Cory","Cory Gearrin","Gearrin","1.4","5","5500","SEA@KAN","SEA","KAN","","","","",""
"34316-11108","P","Aroldis","Aroldis Chapman","Chapman","6","5","5500","NYY@HOU","NYY","HOU","","","","",""
"34316-68458","P","Seunghwan","Seunghwan Oh","Oh","4","3","5500","ATL@COL","COL","ATL","","","","",""
"34316-68467","P","Chris","Chris Ellis","Ellis","3","1","5500","SEA@KAN","KAN","SEA","","","","",""
"34316-70517","P","Chad","Chad Green","Green","4","4","5500","NYY@HOU","NYY","HOU","","","","",""
