"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","Probable Pitcher","Batting Order"
"34316-15225","P","Liam","Liam Hendriks","Hendriks","4.166666666666667","6","5500","OAK@BAL","OAK","BAL","","","","",""
"34316-82811","P","Pedro","Pedro Araujo","Araujo","-4","1","5500","OAK@BAL","BAL","OAK","","","","",""
"34316-68474","P","Josh","Josh Hader","Hader","11.25","4","5500","MIL@LAA","MIL","LAA","","","","",""
"34316-13183","P","Dellin","Dellin Betances","Betances","7.712121212121212","66","5500","NYY@HOU","NYY","HOU","IL","Shoulder","","",""
"34316-13184","P","Adam","Adam Warren","Warren","9","2","5500","SDP@SFG","SDP","SFG","","","","",""
"34316-103297","P","Matt","Matt Wotherspoon","Wotherspoon","-3","1","5500","OAK@BAL","BAL","OAK","","","","",""
"34316-13192","P","Tony","Tony Watson","Watson","2","4","5500","SDP@SFG","SFG","SDP","","","","",""
"34316-68503","P","Ty","Ty Buttrey","Buttrey","8.25","4","5500","MIL@LAA","LAA","MIL","","","","",""
"34316-6054","P","Mark","Mark Melancon","Melancon","3.5","4","5500","SDP@SFG","SFG","SDP","","","","",""
"34316-80807","P","Chasen","Chasen Bradford","Bradford","5.333333333333333","3","5500","SEA@KAN","SEA","KAN","","","","",""
"34316-6057","P","Andrew","Andrew Miller","Miller","0.8","5","5500","LOS@STL","STL","LOS","","","","",""
"34316-70585","P","Richard","Richard Bleier","Bleier","2","3","5500","OAK@BAL","BAL","OAK","","","","",""
"34316-68541","P","Taylor","Taylor Williams","Williams","2.5","4","5500","MIL@LAA","MIL","LAA","","","","",""
"34316-64446","P","Kyle","Kyle Barraclough","Barraclough","3.8","5","5500","WAS@PHI","WAS","PHI","","","","",""
"34316-52159","P","Lance","Lance McCullers Jr.","McCullers Jr.","30.32","25","5500","NYY@HOU","HOU","NYY","IL","Elbow","","",""
"34316-68545","P","Stephen","Stephen Tarpley","Tarpley","2","1","5500","NYY@HOU","NYY","HOU","","","","",""
"34316-6081","P","Pat","Pat Neshek","Neshek","5.2","5","5500","WAS@PHI","PHI","WAS","","","","",""
"34316-52165","P","Sean","Sean Manaea","Manaea","27.62962962962963","27","5500","OAK@BAL","OAK","BAL","IL","Shoulder","","",""
"34316-13258","P","Wily","Wily Peralta","Peralta","0","4","5500","SEA@KAN","KAN","SEA","","","","",""
"34316-5069","P","Craig","Craig Stammen","Stammen","6.8","5","5500","SDP@SFG","SDP","SFG","","","","",""
"34316-52177","P","Jesse","Jesse Biddle","Biddle","6.5","4","5500","ATL@COL","ATL","COL","","","","",""
"34316-71636","P","Koda","Koda Glover","Glover","2.909090909090909","22","5500","WAS@PHI","WAS","PHI","IL","Forearm","","",""
"34316-13271","P","Will","Will Smith","Smith","7","3","5500","SDP@SFG","SFG","SDP","","","","",""
"34316-52184","P","Matt","Matt Wisler","Wisler","15","1","5500","SDP@SFG","SDP","SFG","","","","",""
"34316-52192","P","Luke","Luke Jackson","Jackson","6.5","4","5500","ATL@COL","ATL","COL","","","","",""
"34316-12257","P","Adam","Adam Ottavino","Ottavino","8.8","5","5500","NYY@HOU","NYY","HOU","","","","",""
"34316-70629","P","Jacob","Jacob Barnes","Barnes","4","3","5500","MIL@LAA","MIL","LAA","","","","",""
"34316-82923","P","Luke","Luke Bard","Bard","7","3","5500","MIL@LAA","LAA","MIL","","","","",""
"34316-62444","P","Matt","Matt Grace","Grace","2.2","5","5500","WAS@PHI","WAS","PHI","","","","",""
"34316-82924","P","Tim","Tim Hill","Hill","1.25","4","5500","SEA@KAN","KAN","SEA","","","","",""
"34316-12933","OF","Mike","Mike Trout","Trout","18","9","5100","MIL@LAA","LAA","MIL","","","","",""
"34316-21609","OF","Christian","Christian Yelich","Yelich","20.11111111111111","9","5000","MIL@LAA","MIL","LAA","","","","",""
"34316-11334","1B","Freddie","Freddie Freeman","Freeman","12.6875","8","4900","ATL@COL","ATL","COL","","","","",""
"34316-79756","OF","Ronald","Ronald Acuna Jr.","Acuna Jr.","11.274999618530273","8","4900","ATL@COL","ATL","COL","","","","",""
"34316-12948","OF","Bryce","Bryce Harper","Harper","18.099999564034597","7","4800","WAS@PHI","PHI","WAS","","","","",""
"34316-79159","OF","Cody","Cody Bellinger","Bellinger","25.233334011501736","9","4700","LOS@STL","LOS","STL","","","","",""
"34316-79215","1B","Rhys","Rhys Hoskins","Hoskins","18.557141985212052","7","4600","WAS@PHI","PHI","WAS","","","","",""
"34316-16951","3B","Anthony","Anthony Rendon","Rendon","19.542857578822545","7","4600","WAS@PHI","WAS","PHI","","","","",""
"34316-68587","2B","Ozzie","Ozzie Albies","Albies","11.824999809265137","8","4600","ATL@COL","ATL","COL","","","","",""
"34316-65881","SS","Trea","Trea Turner","Turner","22.450000762939453","4","4500","WAS@PHI","WAS","PHI","IL","Finger","","",""
"34316-73159","OF","Mitch","Mitch Haniger","Haniger","14.660000610351563","10","4500","SEA@KAN","SEA","KAN","","","","",""
"34316-12302","OF","Giancarlo","Giancarlo Stanton","Stanton","10.066666920979818","3","4400","NYY@HOU","NYY","HOU","IL","Biceps","","",""
"34316-60643","OF","Aaron","Aaron Judge","Judge","13.625","8","4400","NYY@HOU","NYY","HOU","","","","",""
"34316-13929","3B","Manny","Manny Machado","Machado","12.077777438693577","9","4400","SDP@SFG","SDP","SFG","","","","",""
"34316-12434","OF","Lorenzo","Lorenzo Cain","Cain","13.266666836208767","9","4300","MIL@LAA","MIL","LAA","","","","",""
"34316-13719","3B","Nolan","Nolan Arenado","Arenado","6.622222052680121","9","4300","ATL@COL","COL","ATL","","","","",""
"34316-52158","SS","Trevor","Trevor Story","Story","10.38888888888889","9","4300","ATL@COL","COL","ATL","","","","",""
"34316-16983","OF","George","George Springer","Springer","13.166666666666666","9","4200","NYY@HOU","HOU","NYY","","","","",""
"34316-12968","1B","Paul","Paul Goldschmidt","Goldschmidt","16.4375","8","4200","LOS@STL","STL","LOS","","","","",""
"34316-70562","2B","Whit","Whit Merrifield","Merrifield","14.228571210588727","7","4200","SEA@KAN","KAN","SEA","","","","",""
"34316-52153","OF","David","David Dahl","Dahl","12.088889227973091","9","4200","ATL@COL","COL","ATL","","","","",""
"34316-38615","OF","Domingo","Domingo Santana","Santana","18.560000610351562","10","4100","SEA@KAN","SEA","KAN","","","","",""
"34316-52164","SS","Adalberto","Adalberto Mondesi","Mondesi","14.214285714285714","7","4100","SEA@KAN","KAN","SEA","","","","",""
"34316-5263","OF","Nick","Nick Markakis","Markakis","10.274999618530273","8","4000","ATL@COL","ATL","COL","","","","",""
"34316-14038","OF","Khris","Khris Davis","Davis","12.016666412353516","12","4000","OAK@BAL","OAK","BAL","","","","",""
"34316-68522","3B","Alex","Alex Bregman","Bregman","8.51111094156901","9","4000","NYY@HOU","HOU","NYY","","","","",""
"34316-13229","OF","Charlie","Charlie Blackmon","Blackmon","7.211111280653212","9","4000","ATL@COL","COL","ATL","","","","",""
"34316-68588","SS","Gleyber","Gleyber Torres","Torres","11.600000381469727","8","4000","NYY@HOU","NYY","HOU","","","","",""
"34316-5135","OF","Alex","Alex Gordon","Gordon","16.614286150251115","7","3900","SEA@KAN","KAN","SEA","","","","",""
"34316-6312","3B","Justin","Justin Turner","Turner","10.877777947319878","9","3900","LOS@STL","LOS","STL","","","","",""
"34316-5456","OF","Andrew","Andrew McCutchen","McCutchen","15.585714067731585","7","3900","WAS@PHI","PHI","WAS","","","","",""
"34316-13691","OF","Ender","Ender Inciarte","Inciarte","9.625","8","3900","ATL@COL","ATL","COL","","","","",""
"34316-79282","OF","Juan","Juan Soto","Soto","12.957142421177455","7","3900","WAS@PHI","WAS","PHI","","","","",""
"34316-71466","3B","Ryon","Ryon Healy","Healy","16.030000305175783","10","3900","SEA@KAN","SEA","KAN","","","","",""
"34316-12113","3B","Josh","Josh Donaldson","Donaldson","4.974999904632568","8","3900","ATL@COL","ATL","COL","","","","",""
"34316-52176","1B","Max","Max Muncy","Muncy","11.824999809265137","8","3900","LOS@STL","LOS","STL","","","","",""
"34316-68586","SS","Dansby","Dansby Swanson","Swanson","12.9375","8","3900","ATL@COL","ATL","COL","","","","",""
"34316-11326","SS","Tim","Tim Beckham","Beckham","18.769999694824218","10","3800","SEA@KAN","SEA","KAN","","","","",""
"34316-14562","2B","Jose","Jose Altuve","Altuve","7.155555725097656","9","3800","NYY@HOU","HOU","NYY","","","","",""
"34316-5434","OF","Ryan","Ryan Braun","Braun","14.350000381469727","8","3800","MIL@LAA","MIL","LAA","","","","",""
"34316-38252","OF","Stephen","Stephen Piscotty","Piscotty","10.675000508626303","12","3800","OAK@BAL","OAK","BAL","","","","",""
"34316-12970","OF","A.J.","A.J. Pollock","Pollock","12.266666836208767","9","3800","LOS@STL","LOS","STL","","","","",""
"34316-13188","SS","Jean","Jean Segura","Segura","13.042857578822545","7","3800","WAS@PHI","PHI","WAS","","","","",""
"34316-52178","3B","Maikel","Maikel Franco","Franco","18.428571428571427","7","3800","WAS@PHI","PHI","WAS","","","","",""
"34316-6197","OF","Justin","Justin Upton","Upton","10.789655172413793","145","3700","MIL@LAA","LAA","MIL","IL","Toe","","",""
"34316-13430","2B","Jonathan","Jonathan Villar","Villar","13.524999618530273","8","3700","OAK@BAL","BAL","OAK","","","","",""
"34316-23107","OF","Jorge","Jorge Soler","Soler","11.700000217982701","7","3700","SEA@KAN","KAN","SEA","","","","",""
"34316-80462","SS","Paul","Paul DeJong","DeJong","12.0625","8","3700","LOS@STL","STL","LOS","","","","",""
"34316-54068","OF","Hunter","Hunter Renfroe","Renfroe","13.400000435965401","7","3700","SDP@SFG","SDP","SFG","","","","",""
"34316-68544","3B","Matt","Matt Chapman","Chapman","10.59999974568685","12","3700","OAK@BAL","OAK","BAL","","","","",""
"34316-80838","1B","Luke","Luke Voit","Voit","11.824999809265137","8","3700","NYY@HOU","NYY","HOU","","","","",""
"34316-53401","OF","Trey","Trey Mancini","Mancini","17.262500762939453","8","3600","OAK@BAL","BAL","OAK","","","","",""
"34316-5562","1B","Edwin","Edwin Encarnacion","Encarnacion","10.528570992606026","7","3600","SEA@KAN","SEA","KAN","","","","",""
"34316-13792","2B","Kike","Kike Hernandez","Hernandez","15.574999809265137","8","3600","LOS@STL","LOS","STL","","","","",""
"34316-12935","2B","Dee","Dee Gordon","Gordon","11.444444444444445","9","3600","SEA@KAN","SEA","KAN","","","","",""
"34316-13152","3B","Matt","Matt Carpenter","Carpenter","9.625","8","3600","LOS@STL","STL","LOS","","","","",""
"34316-38842","OF","Mallex","Mallex Smith","Smith","13.242856706891741","7","3600","SEA@KAN","SEA","KAN","","","","",""
"34316-6273","OF","Michael","Michael Brantley","Brantley","9.399999830457899","9","3500","NYY@HOU","HOU","NYY","","","","",""
"34316-13567","3B","DJ","DJ LeMahieu","LeMahieu","11.028570992606026","7","3500","NYY@HOU","NYY","HOU","","","","",""
"34316-79195","3B","Miguel","Miguel Andujar","Andujar","5.233333269755046","3","3500","NYY@HOU","NYY","HOU","IL","Shoulder","","",""
"34316-38282","1B","Daniel","Daniel Vogelbach","Vogelbach","11.719999694824219","5","3500","SEA@KAN","SEA","KAN","","","","",""
"34316-16945","C","Gary","Gary Sanchez","Sanchez","10.585714067731585","7","3500","NYY@HOU","NYY","HOU","","","","",""
"34316-16948","2B","Kolten","Kolten Wong","Wong","17.862499237060547","8","3500","LOS@STL","STL","LOS","","","","",""
"34316-13894","OF","Aaron","Aaron Hicks","Hicks","11.543795620437956","137","3500","NYY@HOU","NYY","HOU","IL","Back","","",""
"34316-38614","SS","Carlos","Carlos Correa","Correa","9.233333587646484","6","3500","NYY@HOU","HOU","NYY","","","","",""
"34316-5857","OF","Jay","Jay Bruce","Bruce","15.080000305175782","10","3500","SEA@KAN","SEA","KAN","","","","",""
"34316-68563","OF","Victor","Victor Robles","Robles","11.5","7","3500","WAS@PHI","WAS","PHI","","","","",""
"34316-38016","1B","Jesus","Jesus Aguilar","Aguilar","6.262499809265137","8","3400","MIL@LAA","MIL","LAA","","","","",""
"34316-82440","OF","Shohei","Shohei Ohtani","Ohtani","9.923684638843202","114","3400","MIL@LAA","LAA","MIL","IL","Elbow","","",""
"34316-13864","OF","Joc","Joc Pederson","Pederson","14.012499809265137","8","3400","LOS@STL","LOS","STL","","","","",""
"34316-38571","3B","Travis","Travis Shaw","Shaw","7.675000190734863","8","3400","MIL@LAA","MIL","LAA","","","","",""
"34316-17139","C","J.T.","J.T. Realmuto","Realmuto","10.357142857142858","7","3400","WAS@PHI","PHI","WAS","","","","",""
"34316-5948","OF","Brett","Brett Gardner","Gardner","8.100000381469727","8","3400","NYY@HOU","NYY","HOU","","","","",""
"34316-6282","C","Tyler","Tyler Flowers","Flowers","10.725000381469727","4","3300","ATL@COL","ATL","COL","DTD","Hand","","",""
"34316-79141","1B","Ryan","Ryan O'Hearn","O'Hearn","8.90000025431315","6","3300","SEA@KAN","KAN","SEA","","","","",""
"34316-79393","SS","Fernando","Fernando Tatis Jr.","Tatis Jr.","10.666666666666666","9","3300","SDP@SFG","SDP","SFG","","","","",""
"34316-11322","2B","Mike","Mike Moustakas","Moustakas","7.933333502875434","9","3200","MIL@LAA","MIL","LAA","","","","",""
"34316-21705","SS","Marcus","Marcus Semien","Semien","9.491666793823242","12","3200","OAK@BAL","OAK","BAL","","","","",""
"34316-79160","OF","Alex","Alex Verdugo","Verdugo","9.422222561306423","9","3200","LOS@STL","LOS","STL","","","","",""
"34316-12931","OF","Wil","Wil Myers","Myers","10.644444783528646","9","3200","SDP@SFG","SDP","SFG","","","","",""
"34316-13303","C","Yasmani","Yasmani Grandal","Grandal","8.899999618530273","8","3200","MIL@LAA","MIL","LAA","","","","",""
"34316-13706","OF","Adam","Adam Eaton","Eaton","8.657142639160156","7","3100","WAS@PHI","WAS","PHI","","","","",""
"34316-38412","SS","Corey","Corey Seager","Seager","7.9777781168619795","9","3100","LOS@STL","LOS","STL","","","","",""
"34316-12900","1B","Brandon","Brandon Belt","Belt","11.51111094156901","9","3100","SDP@SFG","SFG","SDP","","","","",""
"34316-13924","OF","Kole","Kole Calhoun","Calhoun","8.644444783528646","9","3100","MIL@LAA","LAA","MIL","DTD","Knee","","",""
"34316-17086","OF","Marcell","Marcell Ozuna","Ozuna","9.32857186453683","7","3100","LOS@STL","STL","LOS","","","","",""
"34316-13034","SS","Charlie","Charlie Culberson","Culberson","7.400000254313151","3","3100","ATL@COL","ATL","COL","","","","",""
"34316-5084","C","Chris","Chris Iannetta","Iannetta","9.280000305175781","5","3100","ATL@COL","COL","ATL","","","","",""
"34316-5243","C","Brian","Brian McCann","McCann","7.6","5","3000","ATL@COL","ATL","COL","IL","Hamstring","","",""
"34316-6319","OF","Ian","Ian Desmond","Desmond","3.125","8","3000","ATL@COL","COL","ATL","","","","",""
"34316-5474","1B","Mark","Mark Reynolds","Reynolds","2.142857142857143","7","3000","ATL@COL","COL","ATL","","","","",""
"34316-38319","OF","Odubel","Odubel Herrera","Herrera","9.714285714285714","7","3000","WAS@PHI","PHI","WAS","","","","",""
"34316-71217","C","Omar","Omar Narvaez","Narvaez","11.67142813546317","7","3000","SEA@KAN","SEA","KAN","","","","",""
"34316-6005","OF","Matt","Matt Joyce","Joyce","5.6400001525878904","5","3000","ATL@COL","ATL","COL","","","","",""
"34316-68499","OF","Johan","Johan Camargo","Camargo","5.316666603088379","6","3000","ATL@COL","ATL","COL","","","","",""
"34316-68514","1B","Ryan","Ryan McMahon","McMahon","6.585714067731585","7","3000","ATL@COL","COL","ATL","IL","Elbow","","",""
"34316-52175","1B","Matt","Matt Olson","Olson","4.599999904632568","2","3000","OAK@BAL","OAK","BAL","IL","Hand","","",""
"34316-5094","1B","Daniel","Daniel Murphy","Murphy","3.0999999046325684","2","3000","ATL@COL","COL","ATL","IL","Finger","","",""
"34316-5299","C","Russell","Russell Martin","Martin","13.639999389648438","5","2900","LOS@STL","LOS","STL","","","","",""
"34316-38127","C","Tony","Tony Wolters","Wolters","5.540000152587891","5","2900","ATL@COL","COL","ATL","","","","",""
"34316-38140","1B","Greg","Greg Bird","Bird","8.716666539510092","6","2900","NYY@HOU","NYY","HOU","","","","",""
"34316-79238","OF","Steven","Steven Duggar","Duggar","10.366667005750868","9","2900","SDP@SFG","SFG","SDP","","","","",""
"34316-38297","C","Austin","Austin Barnes","Barnes","13.5","6","2900","LOS@STL","LOS","STL","","","","",""
"34316-12977","1B","Eric","Eric Thames","Thames","7.175000190734863","8","2900","MIL@LAA","MIL","LAA","","","","",""
"34316-5062","1B","Ryan","Ryan Zimmerman","Zimmerman","9.957142421177455","7","2900","WAS@PHI","WAS","PHI","","","","",""
"34316-13354","2B","Cesar","Cesar Hernandez","Hernandez","9.857142857142858","7","2800","WAS@PHI","PHI","WAS","","","","",""
"34316-83155","OF","Ramon","Ramon Laureano","Laureano","7.258333206176758","12","2800","OAK@BAL","OAK","BAL","","","","",""
"34316-12928","1B","Eric","Eric Hosmer","Hosmer","9.366667005750868","9","2800","SDP@SFG","SDP","SFG","","","","",""
"34316-68489","OF","Dwight","Dwight Smith Jr.","Smith Jr.","8.899999618530273","8","2800","OAK@BAL","BAL","OAK","","","","",""
"34316-5177","1B","Albert","Albert Pujols","Pujols","7.177777608235677","9","2700","MIL@LAA","LAA","MIL","","","","",""
"34316-12585","OF","Mark","Mark Trumbo","Trumbo","9.002222357855903","90","2700","OAK@BAL","BAL","OAK","IL","Knee","","",""
"34316-5504","2B","Ian","Ian Kinsler","Kinsler","8.0625","8","2700","SDP@SFG","SDP","SFG","","","","",""
"34316-79249","OF","Harrison","Harrison Bader","Bader","9.757143293108259","7","2700","LOS@STL","STL","LOS","","","","",""
"34316-13854","OF","Robbie","Robbie Grossman","Grossman","6.537499904632568","8","2700","OAK@BAL","OAK","BAL","","","","",""
"34316-5945","3B","David","David Freese","Freese","6.233333587646484","6","2700","LOS@STL","LOS","STL","","","","",""
"34316-52150","OF","Clint","Clint Frazier","Frazier","9.550000190734863","4","2700","NYY@HOU","NYY","HOU","","","","",""
"34316-5279","1B","Kendrys","Kendrys Morales","Morales","5.387499809265137","8","2600","OAK@BAL","OAK","BAL","","","","",""
"34316-21890","SS","Orlando","Orlando Arcia","Arcia","9.8125","8","2600","MIL@LAA","MIL","LAA","","","","",""
"34316-80459","OF","Franchy","Franchy Cordero","Cordero","5.100000169542101","9","2600","SDP@SFG","SDP","SFG","DTD","Elbow","","",""
"34316-82563","2B","Garrett","Garrett Hampson","Hampson","0.7749999761581421","8","2600","ATL@COL","COL","ATL","","","","",""
"34316-38561","OF","Chris","Chris Taylor","Taylor","4.8000000847710504","9","2600","LOS@STL","LOS","STL","","","","",""
"34316-14004","1B","Justin","Justin Bour","Bour","3.9285714285714284","7","2600","MIL@LAA","LAA","MIL","","","","",""
"34316-52162","3B","Hunter","Hunter Dozier","Dozier","6.94000015258789","5","2600","SEA@KAN","KAN","SEA","","","","",""
"34316-52197","OF","Brian","Brian Goodwin","Goodwin","6.657142639160156","7","2600","MIL@LAA","LAA","MIL","","","","",""
"34316-38955","OF","Joey","Joey Rickard","Rickard","6.925000190734863","8","2500","OAK@BAL","BAL","OAK","","","","",""
"34316-6292","C","Buster","Buster Posey","Posey","4.742857251848493","7","2500","SDP@SFG","SFG","SDP","","","","",""
"34316-73879","2B","Pat","Pat Valaika","Valaika","2.066666603088379","3","2500","ATL@COL","COL","ATL","","","","",""
"34316-60635","OF","Raimel","Raimel Tapia","Tapia","0.75","8","2500","ATL@COL","COL","ATL","","","","",""
"34316-85246","3B","Josh","Josh Fuentes","Fuentes","6.199999809265137","1","2500","ATL@COL","COL","ATL","","","","",""
"34316-62780","SS","Wilmer","Wilmer Difo","Difo","8.280000305175781","5","2500","WAS@PHI","WAS","PHI","","","","",""
"34316-53725","3B","Renato","Renato Nunez","Nunez","9.014285496303014","7","2500","OAK@BAL","BAL","OAK","","","","",""
"34316-13892","OF","Hernan","Hernan Perez","Perez","9.274999618530273","4","2500","MIL@LAA","MIL","LAA","","","","",""
"34316-17014","SS","Andrelton","Andrelton Simmons","Simmons","4.3125","8","2500","MIL@LAA","LAA","MIL","","","","",""
"34316-71507","1B","Yuli","Yuli Gurriel","Gurriel","6.744444529215495","9","2500","NYY@HOU","HOU","NYY","","","","",""
"34316-13368","OF","Billy","Billy Hamilton","Hamilton","4.7999997820172995","7","2400","SEA@KAN","KAN","SEA","","","","",""
"34316-21666","OF","Mark","Mark Canha","Canha","6.949999809265137","8","2400","OAK@BAL","OAK","BAL","","","","",""
"34316-84133","OF","Franmil","Franmil Reyes","Reyes","3.1333334181043835","9","2400","SDP@SFG","SDP","SFG","","","","",""
"34316-5607","3B","Evan","Evan Longoria","Longoria","5.8666665818956165","9","2400","SDP@SFG","SFG","SDP","","","","",""
"34316-52157","C","Tom","Tom Murphy","Murphy","10.600000381469727","2","2400","SEA@KAN","SEA","KAN","","","","",""
"34316-13253","C","Martin","Martin Maldonado","Maldonado","4.342857088361468","7","2400","SEA@KAN","KAN","SEA","","","","",""
"34316-5077","OF","Dexter","Dexter Fowler","Fowler","6.074999809265137","8","2400","LOS@STL","STL","LOS","","","","",""
"34316-5079","SS","Troy","Troy Tulowitzki","Tulowitzki","6.1400001525878904","5","2400","NYY@HOU","NYY","HOU","IL","Calf","","",""
"34316-68627","1B","Tyler","Tyler White","White","3.5","6","2300","NYY@HOU","HOU","NYY","","","","",""
"34316-5181","C","Yadier","Yadier Molina","Molina","4.237500190734863","8","2300","LOS@STL","STL","LOS","","","","",""
"34316-5189","OF","Josh","Josh Reddick","Reddick","4.314285823277065","7","2300","NYY@HOU","HOU","NYY","","","","",""
"34316-73875","OF","Jose","Jose Martinez","Martinez","1.1875","8","2300","LOS@STL","STL","LOS","","","","",""
"34316-13501","2B","Chris","Chris Owings","Owings","4.385714394705636","7","2300","SEA@KAN","KAN","SEA","","","","",""
"34316-79113","C","Francisco","Francisco Mejia","Mejia","3.7","5","2300","SDP@SFG","SDP","SFG","","","","",""
"34316-70277","C","Kevan","Kevan Smith","Smith","3.1666666666666665","3","2300","MIL@LAA","LAA","MIL","","","","",""
"34316-13009","C","Austin","Austin Romine","Romine","3","1","2300","NYY@HOU","NYY","HOU","","","","",""
"34316-17145","2B","Greg","Greg Garcia","Garcia","2.5","6","2300","SDP@SFG","SDP","SFG","","","","",""
"34316-12237","C","Jonathan","Jonathan Lucroy","Lucroy","4.637499809265137","8","2300","MIL@LAA","LAA","MIL","","","","",""
"34316-13262","2B","Jurickson","Jurickson Profar","Profar","3.0363637750799004","11","2300","OAK@BAL","OAK","BAL","","","","",""
"34316-13422","OF","Jake","Jake Marisnick","Marisnick","8.019999694824218","5","2200","NYY@HOU","HOU","NYY","","","","",""
"34316-38004","C","Austin","Austin Hedges","Hedges","7.783333460489909","6","2200","SDP@SFG","SDP","SFG","","","","",""
"34316-54401","OF","Manuel","Manuel Margot","Margot","4.155555725097656","9","2200","SDP@SFG","SDP","SFG","","","","",""
"34316-12516","1B","Lucas","Lucas Duda","Duda","2.1666666666666665","3","2200","SEA@KAN","KAN","SEA","","","","",""
"34316-79156","3B","David","David Fletcher","Fletcher","5.362500190734863","8","2200","MIL@LAA","LAA","MIL","","","","",""
"34316-13710","3B","Yangervis","Yangervis Solarte","Solarte","5.342857360839844","7","2200","SDP@SFG","SFG","SDP","","","","",""
"34316-5591","2B","Howie","Howie Kendrick","Kendrick","3","1","2200","WAS@PHI","WAS","PHI","","","","",""
"34316-21074","OF","Michael A.","Michael A. Taylor","Taylor","6.397015016470382","134","2200","WAS@PHI","WAS","PHI","IL","Knee","","",""
"34316-16981","C","Yan","Yan Gomes","Gomes","6.150000254313151","6","2200","WAS@PHI","WAS","PHI","","","","",""
"34316-82536","OF","Cedric","Cedric Mullins","Mullins","4.399999891008649","7","2200","OAK@BAL","BAL","OAK","","","","",""
"34316-12961","SS","Brandon","Brandon Crawford","Crawford","4.711111280653212","9","2200","SDP@SFG","SFG","SDP","","","","",""
"34316-70435","OF","Ben","Ben Gamel","Gamel","2.171428544180734","7","2200","MIL@LAA","MIL","LAA","","","","",""
"34316-17198","2B","Tommy","Tommy La Stella","La Stella","3.424999952316284","8","2200","MIL@LAA","LAA","MIL","","","","",""
"34316-68471","OF","Tony","Tony Kemp","Kemp","4.649999936421712","6","2200","NYY@HOU","HOU","NYY","","","","",""
"34316-68547","OF","Tyler","Tyler O'Neill","O'Neill","4.071428571428571","7","2200","LOS@STL","STL","LOS","","","","",""
"34316-11338","SS","Zack","Zack Cozart","Cozart","1.524999976158142","8","2100","MIL@LAA","LAA","MIL","","","","",""
"34316-5311","C","Kurt","Kurt Suzuki","Suzuki","1.75","2","2100","WAS@PHI","WAS","PHI","","","","",""
"34316-38112","3B","Gio","Gio Urshela","Urshela","0","1","2100","NYY@HOU","NYY","HOU","","","","",""
"34316-13799","1B","Matt","Matt Adams","Adams","0","6","2100","WAS@PHI","WAS","PHI","DTD","Hip","","",""
"34316-13900","2B","Jedd","Jedd Gyorko","Gyorko","0","2","2100","LOS@STL","STL","LOS","","","","",""
"34316-54952","OF","Aaron","Aaron Altherr","Altherr","1.9","5","2100","WAS@PHI","PHI","WAS","","","","",""
"34316-82613","SS","Thairo","Thairo Estrada","Estrada","0","0","2100","NYY@HOU","NYY","HOU","","","","",""
"34316-13096","2B","Brian","Brian Dozier","Dozier","1.2857142857142858","7","2100","WAS@PHI","WAS","PHI","","","","",""
"34316-68478","3B","Chad","Chad Pinder","Pinder","5.400000138716265","11","2100","OAK@BAL","OAK","BAL","","","","",""
"34316-68537","2B","Tyler","Tyler Wade","Wade","3.799999952316284","4","2100","NYY@HOU","NYY","HOU","","","","",""
"34316-80847","OF","Mike","Mike Tauchman","Tauchman","2","6","2100","NYY@HOU","NYY","HOU","","","","",""
"34316-81883","C","David","David Freitas","Freitas","9.699999809265137","1","2100","SEA@KAN","SEA","KAN","","","","",""
"34316-5104","3B","Pablo","Pablo Sandoval","Sandoval","4.211111280653212","9","2100","SDP@SFG","SFG","SDP","","","","",""
"34316-13359","C","Chris","Chris Herrmann","Herrmann","4.713888804117839","36","2000","OAK@BAL","OAK","BAL","IL","Knee","","",""
"34316-58431","OF","Terrance","Terrance Gore","Gore","3.066666603088379","3","2000","SEA@KAN","KAN","SEA","","","","",""
"34316-5188","OF","Jacoby","Jacoby Ellsbury","Ellsbury","0","0","2000","NYY@HOU","NYY","HOU","IL","Foot","","",""
"34316-13436","C","Max","Max Stassi","Stassi","0","3","2000","NYY@HOU","HOU","NYY","","","","",""
"34316-12428","C","Erik","Erik Kratz","Kratz","3","3","2000","SDP@SFG","SFG","SDP","","","","",""
"34316-5265","C","Matt","Matt Wieters","Wieters","3","1","2000","LOS@STL","STL","LOS","","","","",""
"34316-12475","OF","Peter","Peter Bourjos","Bourjos","1.7714285169328963","7","2000","MIL@LAA","LAA","MIL","","","","",""
"34316-83191","C","Austin","Austin Wynns","Wynns","5.4928570701962425","42","2000","OAK@BAL","BAL","OAK","IL","Oblique","","",""
"34316-5373","OF","Ichiro","Ichiro Suzuki","Suzuki","1.5","2","2000","SEA@KAN","SEA","KAN","","","","",""
"34316-85250","OF","Frank","Frank Schwindel","Schwindel","1","3","2000","SEA@KAN","KAN","SEA","","","","",""
"34316-38223","OF","Travis","Travis Jankowski","Jankowski","7.021367521367521","117","2000","SDP@SFG","SDP","SFG","IL","Wrist","","",""
"34316-5473","OF","Gerardo","Gerardo Parra","Parra","4.466666751437717","9","2000","SDP@SFG","SFG","SDP","","","","",""
"34316-79205","SS","Yairo","Yairo Munoz","Munoz","2.299999952316284","4","2000","LOS@STL","STL","LOS","","","","",""
"34316-79204","SS","Richie","Richie Martin","Martin","3.0250000953674316","8","2000","OAK@BAL","BAL","OAK","","","","",""
