"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"34300-70819","PF","Dragan","Dragan Bender","Bender","12.472726995294744","44","5000","PHO@HOU","PHO","HOU","","","","",""
"34300-70827","C","Ivica","Ivica Zubac","Zubac","19.58947325589364","57","5000","LAC@GS","LAC","GS","","","","",""
"34300-16178","SF","Maurice","Maurice Harkless","Harkless","19.865516399515087","58","5000","DEN@POR","POR","DEN","","","","",""
"34300-9556","SG","Eric","Eric Gordon","Gordon","23.336362896543562","66","5000","PHO@HOU","HOU","PHO","","","","",""
"34300-15814","C","Alex","Alex Len","Len","21.115999348958333","75","5000","ATL@MIL","ATL","MIL","","","","",""
"34300-37931","C","Aron","Aron Baynes","Baynes","14.864000244140625","50","4800","ORL@BOS","BOS","ORL","","","","",""
"34300-15946","SF","Harrison","Harrison Barnes","Barnes","25.404000651041667","75","4800","NO@SAC","SAC","NO","","","","",""
"34300-15993","SG","Pat","Pat Connaughton","Connaughton","17.149152335474046","59","4800","ATL@MIL","MIL","ATL","","","","",""
"34300-49336","SF","DeAndre'","DeAndre' Bembry","Bembry","20.894999694824218","80","4800","ATL@MIL","ATL","MIL","","","","",""
"34300-15800","SF","Jae","Jae Crowder","Crowder","22.6441555270901","77","4800","UTA@LAL","UTA","LAL","GTD","Quadriceps","","",""
"34300-80815","PF","Zach","Zach Collins","Collins","15.633784113703546","74","4700","DEN@POR","POR","DEN","","","","",""
"34300-23572","SF","Taurean","Taurean Prince","Prince","23.09811228626179","53","4600","ATL@MIL","ATL","MIL","","","","",""
"34300-12369","SF","Lance","Lance Stephenson","Stephenson","14.955882352941176","68","4600","UTA@LAL","LAL","UTA","","","","",""
"34300-23676","SG","Damyean","Damyean Dotson","Dotson","19.684286063058035","70","4600","WAS@NY","NY","WAS","","","","",""
"34300-17333","SF","Will","Will Barton","Barton","22.960000610351564","40","4600","DEN@POR","DEN","POR","","","","",""
"34300-9703","PG","George","George Hill","Hill","16.155172413793103","58","4600","ATL@MIL","MIL","ATL","","","","",""
"34300-41083","PF","Luke","Luke Kornet","Kornet","14.955813385719477","43","4500","WAS@NY","NY","WAS","","","","",""
"34300-84668","SF","Troy","Troy Brown Jr.","Brown Jr.","10.94199951171875","50","4500","WAS@NY","WAS","NY","","","","",""
"34300-84704","SG","Kevin","Kevin Huerter","Huerter","19.872602070847602","73","4500","ATL@MIL","ATL","MIL","GTD","Back","","",""
"34300-40262","SG","Sterling","Sterling Brown","Brown","13.255356924874443","56","4500","ATL@MIL","MIL","ATL","","","","",""
"34300-16230","SG","Jordan","Jordan McRae","McRae","11.037037037037036","27","4500","WAS@NY","WAS","NY","GTD","Achilles","","",""
"34300-67026","SG","Jaylen","Jaylen Brown","Brown","22.879167344835068","72","4500","ORL@BOS","BOS","ORL","GTD","Back","","",""
"34300-15904","SF","Rodney","Rodney Hood","Hood","18.82000034877232","70","4400","DEN@POR","POR","DEN","","","","",""
"34300-14512","PF","Marcus","Marcus Morris","Morris","24.93243243243243","74","4400","ORL@BOS","BOS","ORL","","","","",""
"34300-20805","SG","Troy","Troy Daniels","Daniels","10.13265306122449","49","4300","PHO@HOU","PHO","HOU","","","","",""
"34300-16201","PG","Michael","Michael Carter-Williams","Carter-Williams","13.746153611403246","26","4300","ORL@BOS","ORL","BOS","","","","",""
"34300-24544","SF","Gary","Gary Harris","Harris","22.26851851851852","54","4300","DEN@POR","DEN","POR","","","","",""
"34300-15405","PF","JaMychal","JaMychal Green","Green","20.435937881469727","64","4200","LAC@GS","LAC","GS","GTD","Personal","","",""
"34300-58083","C","Jahlil","Jahlil Okafor","Okafor","15.761403937088815","57","4200","NO@SAC","NO","SAC","","","","",""
"34300-85241","PF","Johnathan","Johnathan Williams","Williams","12.236364191228693","22","4200","UTA@LAL","LAL","UTA","","","","",""
"34300-9601","C","Andrew","Andrew Bogut","Bogut","13.577777438693577","9","4200","LAC@GS","GS","LAC","","","","",""
"34300-9648","SF","Jeff","Jeff Green","Green","21.665333658854166","75","4200","WAS@NY","WAS","NY","","","","",""
"34300-80819","PF","Harry","Harry Giles III","Giles III","15.308621110587284","58","4200","NO@SAC","SAC","NO","O","Thigh","","",""
"34300-40396","SG","Monte","Monte Morris","Morris","20.76708829855617","79","4200","DEN@POR","DEN","POR","","","","",""
"34300-58350","SF","Stanley","Stanley Johnson","Johnson","14.960606430516098","66","4200","NO@SAC","NO","SAC","O","Ankle","","",""
"34300-12368","SF","Nemanja","Nemanja Bjelica","Bjelica","22.837333984375","75","4100","NO@SAC","SAC","NO","","","","",""
"34300-15583","PG","Seth","Seth Curry","Curry","11.968055725097656","72","4100","DEN@POR","POR","DEN","GTD","Lower leg","","",""
"34300-84724","PG","Landry","Landry Shamet","Shamet","14.362337979403408","77","4100","LAC@GS","LAC","GS","","","","",""
"34300-15669","PF","Meyers","Meyers Leonard","Leonard","12.306667073567708","60","4100","DEN@POR","POR","DEN","","","","",""
"34300-23407","PF","PJ","PJ Tucker","Tucker","21.589999389648437","80","4100","PHO@HOU","HOU","PHO","","","","",""
"34300-58289","PG","Kadeem","Kadeem Allen","Allen","19.900000678168404","18","4000","WAS@NY","NY","WAS","O","Concussion","","",""
"34300-9664","SG","Andre","Andre Iguodala","Iguodala","19.204476883162314","67","4000","LAC@GS","GS","LAC","GTD","Toe","","",""
"34300-17894","C","Mike","Mike Muscala","Muscala","15.116129229145665","62","4000","UTA@LAL","LAL","UTA","","","","",""
"34300-66091","PF","Cheick","Cheick Diallo","Diallo","14.870967741935484","62","3900","NO@SAC","NO","SAC","","","","",""
"34300-14521","PF","Kenneth","Kenneth Faried","Faried","21.872222900390625","36","3900","PHO@HOU","HOU","PHO","","","","",""
"34300-16081","PF","Khem","Khem Birch","Birch","13.008333841959635","48","3900","ORL@BOS","ORL","BOS","","","","",""
"34300-84703","PG","De'Anthony","De'Anthony Melton","Melton","16.820833841959637","48","3900","PHO@HOU","PHO","HOU","","","","",""
"34300-84714","C","Moritz","Moritz Wagner","Wagner","8.707317073170731","41","3900","UTA@LAL","LAL","UTA","","","","",""
"34300-23294","SF","Danuel","Danuel House","House","16.767568227407093","37","3900","PHO@HOU","HOU","PHO","GTD","Knee","","",""
"34300-15947","SG","Reggie","Reggie Bullock","Bullock","19.096825009300595","63","3800","UTA@LAL","LAL","UTA","GTD","Neck","","",""
"34300-66129","C","Deyonta","Deyonta Davis","Davis","13.514285496303014","7","3800","ATL@MIL","ATL","MIL","","","","",""
"34300-14508","SG","Jimmer","Jimmer Fredette","Fredette","9.074999809265137","4","3800","PHO@HOU","PHO","HOU","","","","",""
"34300-84827","SG","Allonzo","Allonzo Trier","Trier","17.498437881469727","64","3800","WAS@NY","NY","WAS","O","Calf","","",""
"34300-9654","SF","Vince","Vince Carter","Carter","14.39864864864865","74","3800","ATL@MIL","ATL","MIL","","","","",""
"34300-66064","SG","Malik","Malik Beasley","Beasley","17.628205128205128","78","3700","DEN@POR","DEN","POR","","","","",""
"34300-12339","C","Ekpe","Ekpe Udoh","Udoh","6.645833333333333","48","3700","UTA@LAL","UTA","LAL","","","","",""
"34300-9870","SG","Kyle","Kyle Korver","Korver","13.827143205915178","70","3700","UTA@LAL","UTA","LAL","O","Knee","","",""
"34300-15582","PG","Quinn","Quinn Cook","Cook","11.69718309859155","71","3700","LAC@GS","GS","LAC","","","","",""
"34300-20277","SG","Torrey","Torrey Craig","Craig","14.17638905843099","72","3700","DEN@POR","DEN","POR","","","","",""
"34300-19781","SG","Kent","Kent Bazemore","Bazemore","24.06769268329327","65","3700","ATL@MIL","ATL","MIL","","","","",""
"34300-9606","SF","Corey","Corey Brewer","Brewer","13.324137720568427","29","3700","NO@SAC","SAC","NO","","","","",""
"34300-15762","SF","Darius","Darius Miller","Miller","15.501448921535326","69","3700","NO@SAC","NO","SAC","O","Hip","","",""
"34300-48668","PG","Troy","Troy Caupain","Caupain","5.650000095367432","4","3600","ORL@BOS","ORL","BOS","","","","",""
"34300-40562","SG","Josh","Josh Hart","Hart","18.150745904267723","67","3600","UTA@LAL","LAL","UTA","O","Knee","","",""
"34300-23744","SG","Justin","Justin Anderson","Anderson","8.045652306598166","46","3600","ATL@MIL","ATL","MIL","","","","",""
"34300-84686","PG","Elie","Elie Okobo","Okobo","12.09411740770527","51","3600","PHO@HOU","PHO","HOU","","","","",""
"34300-58576","C","Kevon","Kevon Looney","Looney","17.81558504971591","77","3600","LAC@GS","GS","LAC","","","","",""
"34300-84705","PF","Omari","Omari Spellman","Spellman","15.158695386803668","46","3600","ATL@MIL","ATL","MIL","O","Ankle","","",""
"34300-15592","SG","Austin","Austin Rivers","Rivers","15.855406065244932","74","3600","PHO@HOU","HOU","PHO","","","","",""
"34300-9962","PF","Jonas","Jonas Jerebko","Jerebko","14.245714460100446","70","3600","LAC@GS","GS","LAC","","","","",""
"34300-40208","PG","Raul","Raul Neto","Neto","11.59189172693201","37","3600","UTA@LAL","UTA","LAL","O","Ankle","","",""
"34300-23826","PF","Alex","Alex Poythress","Poythress","12.033333188011532","21","3600","ATL@MIL","ATL","MIL","O","Ankle","","",""
"34300-11074","SG","Garrett","Garrett Temple","Temple","16.779452389233732","73","3600","LAC@GS","LAC","GS","","","","",""
"34300-103241","PF","Jemerrio","Jemerrio Jones","Jones","13.774999618530273","4","3600","UTA@LAL","LAL","UTA","","","","",""
"34300-9598","PF","Ersan","Ersan Ilyasova","Ilyasova","15.1","65","3600","ATL@MIL","MIL","ATL","","","","",""
"34300-58295","PF","D.J.","D.J. Wilson","Wilson","13.92608642578125","46","3600","ATL@MIL","MIL","ATL","","","","",""
"34300-18376","SG","Damion","Damion Lee","Lee","7.4586207948882","29","3600","LAC@GS","GS","LAC","","","","",""
"34300-66048","SF","Brandon","Brandon Ingram","Ingram","29.79615431565505","52","3500","UTA@LAL","LAL","UTA","O","Shoulder","","",""
"34300-9731","C","Kosta","Kosta Koufos","Koufos","11.771428426106771","42","3500","NO@SAC","SAC","NO","O","Calf","","",""
"34300-18435","SF","Alfonzo","Alfonzo McKinnie","McKinnie","10.195652173913043","69","3500","LAC@GS","GS","LAC","","","","",""
"34300-101398","PF","Isaac","Isaac Humphries","Humphries","0","0","3500","ATL@MIL","ATL","MIL","","","","",""
"34300-23581","PF","Amile","Amile Jefferson","Jefferson","5.072727203369141","11","3500","ORL@BOS","ORL","BOS","","","","",""
"34300-15417","SF","Solomon","Solomon Hill","Hill","10.947618756975446","42","3500","NO@SAC","NO","SAC","","","","",""
"34300-66109","PF","Skal","Skal Labissiere","Labissiere","4.838095165434337","21","3500","DEN@POR","POR","DEN","","","","",""
"34300-9796","PF","Luc","Luc Mbah a Moute","Mbah a Moute","8.850000381469727","4","3500","LAC@GS","LAC","GS","O","Knee","","",""
"34300-23121","PF","Tyler","Tyler Cavanaugh","Cavanaugh","1.5555555555555556","9","3500","UTA@LAL","UTA","LAL","","","","",""
"34300-85586","PF","Marcus","Marcus Derrickson","Derrickson","4.344444274902344","9","3500","LAC@GS","GS","LAC","","","","",""
"34300-58457","SF","Devin","Devin Robinson","Robinson","11.980000305175782","5","3500","WAS@NY","WAS","NY","","","","",""
"34300-58460","SG","Devin","Devin Booker","Booker","40.7890625","64","3500","PHO@HOU","PHO","HOU","O","Ankle","","",""
"34300-58461","PF","Trey","Trey Lyles","Lyles","16.442857530381943","63","3500","DEN@POR","DEN","POR","","","","",""
"34300-17517","SG","Tony","Tony Snell","Snell","11.39729762721706","74","3500","ATL@MIL","MIL","ATL","GTD","Ankle","","",""
"34300-23155","SG","Naz","Naz Mitrou-Long","Mitrou-Long","1.1999999682108562","12","3500","UTA@LAL","UTA","LAL","","","","",""
"34300-23156","PF","Georges","Georges Niang","Niang","6.141071319580078","56","3500","UTA@LAL","UTA","LAL","","","","",""
"34300-41077","SG","Sindarius","Sindarius Thornwell","Thornwell","2.888709775863155","62","3500","LAC@GS","LAC","GS","","","","",""
"34300-81529","PF","Daniel","Daniel Theis","Theis","13.696874618530273","64","3500","ORL@BOS","BOS","ORL","","","","",""
"34300-9849","SF","Gerald","Gerald Green","Green","14.873239436619718","71","3500","PHO@HOU","HOU","PHO","","","","",""
"34300-24186","SG","Tyrone","Tyrone Wallace","Wallace","7.2233332316080725","60","3500","LAC@GS","LAC","GS","","","","",""
"34300-41082","C","Damian","Damian Jones","Jones","14.875","24","3500","LAC@GS","GS","LAC","O","Pectoral","","",""
"34300-15996","PG","Jerian","Jerian Grant","Grant","11.676666259765625","60","3500","ORL@BOS","ORL","BOS","","","","",""
"34300-41597","PF","Johnathan","Johnathan Motley","Motley","8","21","3500","LAC@GS","LAC","GS","","","","",""
"34300-12424","C","Timofey","Timofey Mozgov","Mozgov","9.229032454952117","31","3500","ORL@BOS","ORL","BOS","GTD","Knee","","",""
"34300-66185","PF","Caleb","Caleb Swanigan","Swanigan","5.670000076293945","20","3500","NO@SAC","SAC","NO","","","","",""
"34300-66196","SG","PJ","PJ Dozier","Dozier","2.839999961853027","5","3500","ORL@BOS","BOS","ORL","","","","",""
"34300-66205","SF","Tyler","Tyler Lydon","Lydon","2.120833396911621","24","3500","DEN@POR","DEN","POR","","","","",""
"34300-85150","SG","Trevon","Trevon Bluiett","Bluiett","0","0","3500","NO@SAC","NO","SAC","O","Thumb","","",""
"34300-42662","SF","Troy","Troy Williams","Williams","12.468420731393914","19","3500","NO@SAC","SAC","NO","","","","",""
"34300-70823","PF","Guerschon","Guerschon Yabusele","Yabusele","4.740000152587891","40","3500","ORL@BOS","BOS","ORL","GTD","Foot","","",""
"34300-70822","SF","Juancho","Juancho Hernangomez","Hernangomez","13.254411585190716","68","3500","DEN@POR","DEN","POR","","","","",""
"34300-18600","PG","Tyler","Tyler Johnson","Johnson","21.78245571203399","57","3500","PHO@HOU","PHO","HOU","O","Knee","","",""
"34300-14510","SG","Alec","Alec Burks","Burks","17.96875","64","3500","NO@SAC","SAC","NO","","","","",""
"34300-14515","SG","Iman","Iman Shumpert","Shumpert","17.13770531826332","61","3500","PHO@HOU","HOU","PHO","","","","",""
"34300-84675","C","Mohamed","Mohamed Bamba","Bamba","17.406382459275267","47","3500","ORL@BOS","ORL","BOS","O","Lower leg","","",""
"34300-84677","PG","Jerome","Jerome Robinson","Robinson","5.987096971081149","31","3500","LAC@GS","LAC","GS","","","","",""
"34300-16071","PG","Tim","Tim Frazier","Frazier","14.649122807017545","57","3500","ATL@MIL","MIL","ATL","","","","",""
"34300-84681","SG","Donte","Donte DiVincenzo","DiVincenzo","10.87037037037037","27","3500","ATL@MIL","MIL","ATL","O","Heel","","",""
"34300-84682","PF","Michael","Michael Porter Jr.","Porter Jr.","0","0","3500","DEN@POR","DEN","POR","O","Back","","",""
"34300-84687","SF","George","George King","King","1.2000000476837158","1","3500","PHO@HOU","PHO","HOU","","","","",""
"34300-23248","SG","RJ","RJ Hunter","Hunter","7.3","5","3500","ORL@BOS","BOS","ORL","","","","",""
"34300-84695","SG","Gary","Gary Trent Jr.","Trent Jr.","2.4857142312186107","14","3500","DEN@POR","POR","DEN","","","","",""
"34300-84697","SG","Jacob","Jacob Evans","Evans","2.460714340209961","28","3500","LAC@GS","GS","LAC","","","","",""
"34300-14554","SF","E'Twaun","E'Twaun Moore","Moore","19.30943442290684","53","3500","NO@SAC","NO","SAC","O","Quadriceps","","",""
"34300-23772","PG","Yogi","Yogi Ferrell","Ferrell","11.485507246376812","69","3500","NO@SAC","SAC","NO","","","","",""
"34300-14559","PG","Isaiah","Isaiah Thomas","Thomas","11.599999861283736","11","3500","DEN@POR","DEN","POR","","","","",""
"34300-9953","C","Ian","Ian Mahinmi","Mahinmi","12.181249618530273","32","3500","WAS@NY","WAS","NY","","","","",""
"34300-23780","SF","Jake","Jake Layman","Layman","14.489705702837776","68","3500","DEN@POR","POR","DEN","","","","",""
"34300-84708","C","Robert","Robert Williams III","Williams III","9.612903225806452","31","3500","ORL@BOS","BOS","ORL","","","","",""
"34300-84711","SG","Grayson","Grayson Allen","Allen","6.051428658621652","35","3500","UTA@LAL","UTA","LAL","","","","",""
"34300-15591","C","Miles","Miles Plumlee","Plumlee","9.572222391764322","18","3500","ATL@MIL","ATL","MIL","O","Knee","","",""
"34300-84712","SF","Vincent","Vincent Edwards","Edwards","2.700000047683716","2","3500","PHO@HOU","HOU","PHO","","","","",""
"34300-84717","SG","Anfernee","Anfernee Simons","Simons","2.2842106066252055","19","3500","DEN@POR","POR","DEN","","","","",""
"34300-84716","C","Thomas","Thomas Welsh","Welsh","2.6636362942782315","11","3500","DEN@POR","DEN","POR","","","","",""
"34300-84721","SF","Jarred","Jarred Vanderbilt","Vanderbilt","4.126666768391927","15","3500","DEN@POR","DEN","POR","","","","",""
"34300-84720","SF","Melvin","Melvin Frazier Jr.","Frazier Jr.","2.45","10","3500","ORL@BOS","ORL","BOS","","","","",""
