"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"34300-23282","SF","Sam","Sam Dekker","Dekker","13.542222764756945","45","3500","WAS@NY","WAS","NY","","","","",""
"34300-84722","SF","Isaac","Isaac Bonga","Bonga","4.695000076293946","20","3500","UTA@LAL","LAL","UTA","","","","",""
"34300-84726","PF","Ray","Ray Spalding","Spalding","9.825000127156576","12","3500","PHO@HOU","PHO","HOU","","","","",""
"34300-97018","PG","Chris","Chris Chiozza","Chiozza","2.683333396911621","6","3500","PHO@HOU","HOU","PHO","","","","",""
"34300-9473","C","Tyson","Tyson Chandler","Chandler","12.489091352982955","55","3500","UTA@LAL","LAL","UTA","","","","",""
"34300-55055","PG","Dante","Dante Exum","Exum","12.847618466331845","42","3500","UTA@LAL","UTA","LAL","O","Knee","","",""
"34300-9488","SF","LeBron","LeBron James","James","51.81428745814732","56","3500","UTA@LAL","LAL","UTA","O","Groin","","",""
"34300-55057","C","Jusuf","Jusuf Nurkic","Nurkic","37.86250135633681","72","3500","DEN@POR","POR","DEN","O","Lower leg","","",""
"34300-9512","C","","Nene","Nene","10.04000015258789","40","3500","PHO@HOU","HOU","PHO","","","","",""
"34300-58153","SF","Kelly","Kelly Oubre Jr.","Oubre Jr.","27.3768115942029","69","3500","PHO@HOU","PHO","HOU","O","Thumb","","",""
"34300-48940","SF","Wes","Wes Iwundu","Iwundu","11.293939763849432","66","3500","ORL@BOS","ORL","BOS","","","","",""
"34300-102712","SG","Dairis","Dairis Bertans","Bertans","4.94000015258789","10","3500","NO@SAC","NO","SAC","","","","",""
"34300-85308","PG","Trevon","Trevon Duval","Duval","3.066666603088379","3","3500","PHO@HOU","HOU","PHO","","","","",""
"34300-40769","C","Jordan","Jordan Bell","Bell","10.373845966045673","65","3500","LAC@GS","GS","LAC","","","","",""
"34300-16197","SG","Chasson","Chasson Randle","Randle","10.321276725606715","47","3500","WAS@NY","WAS","NY","","","","",""
"34300-84808","SG","Jaylen","Jaylen Adams","Adams","8.909375190734863","32","3500","ATL@MIL","ATL","MIL","","","","",""
"34300-9570","C","Pau","Pau Gasol","Gasol","13.47999979654948","30","3500","ATL@MIL","MIL","ATL","O","Ankle","","",""
"34300-84836","C","Angel","Angel Delgado","Delgado","5.400000095367432","2","3500","LAC@GS","LAC","GS","","","","",""
"34300-103274","SG","Billy","Billy Garrett","Garrett","17.200000762939453","1","3500","WAS@NY","NY","WAS","","","","",""
"34300-40819","PF","Jarell","Jarell Martin","Martin","6.1125","40","3500","ORL@BOS","ORL","BOS","","","","",""
"34300-16790","PG","Brad","Brad Wanamaker","Wanamaker","7.529411764705882","34","3500","ORL@BOS","BOS","ORL","","","","",""
"34300-66455","PF","Henry","Henry Ellenson","Ellenson","11.550000190734863","16","3500","WAS@NY","NY","WAS","","","","",""
"34300-18338","SF","Royce","Royce O'Neale","O'Neale","13.498734486253955","79","3500","UTA@LAL","UTA","LAL","","","","",""
"34300-9636","SF","Wilson","Wilson Chandler","Chandler","15.365306620695153","49","3500","LAC@GS","LAC","GS","","","","",""
"34300-80805","SG","Markelle","Markelle Fultz","Fultz","19.394736842105264","19","3500","ORL@BOS","ORL","BOS","O","Shoulder","","",""
"34300-80806","PG","Lonzo","Lonzo Ball","Ball","27.865956407912233","47","3500","UTA@LAL","LAL","UTA","O","Ankle","","",""
"34300-9643","PG","Shaun","Shaun Livingston","Livingston","11.098386702998992","62","3500","LAC@GS","GS","LAC","GTD","Knee","","",""
"34300-80813","PG","Frank","Frank Ntilikina","Ntilikina","14.172093591024709","43","3500","WAS@NY","NY","WAS","O","Groin","","",""
"34300-9647","SF","Thabo","Thabo Sefolosha","Sefolosha","9.238298132064495","47","3500","UTA@LAL","UTA","LAL","","","","",""
"34300-80823","C","Tony","Tony Bradley","Bradley","3.5","2","3500","UTA@LAL","UTA","LAL","","","","",""
"34300-80825","PF","Isaiah","Isaiah Hartenstein","Hartenstein","6.282142639160156","28","3500","PHO@HOU","HOU","PHO","","","","",""
"34300-48570","PF","Isaiah","Isaiah Hicks","Hicks","2.5","1","3500","WAS@NY","NY","WAS","GTD","Hip","","",""
"34300-9660","C","Dwight","Dwight Howard","Howard","26.400000678168404","9","3500","WAS@NY","WAS","NY","O","Back","","",""
"34300-101311","SF","Bonzie","Bonzie Colson","Colson","8.383333206176758","6","3500","ATL@MIL","MIL","ATL","","","","",""
"34300-9663","SG","Jrue","Jrue Holiday","Holiday","42.937314161613806","67","3500","NO@SAC","NO","SAC","O","Abdomen","","",""
"34300-101318","SG","Justin","Justin Bibbs","Bibbs","0","0","3500","LAC@GS","LAC","GS","","","","",""
"34300-101327","SF","BJ","BJ Johnson","Johnson","5.766666412353516","6","3500","NO@SAC","SAC","NO","","","","",""
"34300-16335","SF","John","John Jenkins","Jenkins","6.16521752398947","23","3500","WAS@NY","NY","WAS","","","","",""
"34300-101331","SF","Gary","Gary Clark","Clark","8.687999877929688","50","3500","PHO@HOU","HOU","PHO","","","","",""
"34300-48598","SF","Semi","Semi Ojeleye","Ojeleye","5.770908979936079","55","3500","ORL@BOS","BOS","ORL","","","","",""
"34300-49114","SG","Frank","Frank Mason","Mason","10.262162492081925","37","3500","NO@SAC","SAC","NO","","","","",""
"34300-16859","SF","Lance","Lance Thomas","Thomas","9.43260856296705","46","3500","WAS@NY","NY","WAS","","","","",""
"34300-85466","PF","Wenyen","Wenyen Gabriel","Gabriel","0","0","3500","NO@SAC","SAC","NO","GTD","Ankle","","",""
"34300-96763","PG","Brandon","Brandon Goodwin","Goodwin","2.7874999046325684","16","3500","DEN@POR","DEN","POR","","","","",""
