"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","Probable Pitcher","Batting Order"
"34071-13192","P","Tony","Tony Watson","Watson","3","1","5500","SFG@LOS","SFG","LOS","","","","",""
"34071-15242","P","Xavier","Xavier Cedeno","Cedeno","3.8958333333333335","48","5500","CHC@ATL","CHC","ATL","IL","Wrist","","",""
"34071-82836","P","Julian","Julian Fernandez","Fernandez","0","0","5500","NYM@MIA","MIA","NYM","IL","Elbow","","",""
"34071-68503","P","Ty","Ty Buttrey","Buttrey","6","1","5500","LAA@SEA","LAA","SEA","","","","",""
"34071-6054","P","Mark","Mark Melancon","Melancon","6","1","5500","SFG@LOS","SFG","LOS","","","","",""
"34071-80807","P","Chasen","Chasen Bradford","Bradford","5.195652173913044","46","5500","LAA@SEA","SEA","LAA","","","","",""
"34071-68527","P","Jose","Jose De Leon","De Leon","0","0","5500","COL@TAM","TAM","COL","IL","Elbow","","",""
"34071-52146","P","Carl","Carl Edwards Jr.","Edwards Jr.","-9","1","5500","CHC@ATL","CHC","ATL","","","","",""
"34071-6067","P","Brandon","Brandon Morrow","Morrow","4.857142857142857","35","5500","CHC@ATL","CHC","ATL","IL","Elbow","","",""
"34071-70585","P","Richard","Richard Bleier","Bleier","-5","1","5500","BAL@TOR","BAL","TOR","","","","",""
"34071-52159","P","Lance","Lance McCullers Jr.","McCullers Jr.","30.32","25","5500","HOU@TEX","HOU","TEX","IL","Elbow","","",""
"34071-68542","P","Robert","Robert Gsellman","Gsellman","5.470588235294118","68","5500","NYM@MIA","NYM","MIA","","","","",""
"34071-52165","P","Sean","Sean Manaea","Manaea","27.62962962962963","27","5500","BOS@OAK","OAK","BOS","IL","Shoulder","","",""
"34071-68548","P","Edwin","Edwin Diaz","Diaz","3.5","2","5500","NYM@MIA","NYM","MIA","","","","",""
"34071-5069","P","Craig","Craig Stammen","Stammen","4","1","5500","ARI@SDP","SDP","ARI","","","","",""
"34071-80849","P","Adam","Adam Kolarek","Kolarek","1","2","5500","COL@TAM","TAM","COL","","","","",""
"34071-52177","P","Jesse","Jesse Biddle","Biddle","8","1","5500","CHC@ATL","ATL","CHC","","","","",""
"34071-13271","P","Will","Will Smith","Smith","9","1","5500","SFG@LOS","SFG","LOS","","","","",""
"34071-52185","P","Max","Max Fried","Fried","3","1","5500","CHC@ATL","ATL","CHC","","","","",""
"34071-80856","P","Luke","Luke Farrell","Farrell","8.75","20","5500","HOU@TEX","TEX","HOU","IL","Jaw","","",""
"34071-52192","P","Luke","Luke Jackson","Jackson","-9","1","5500","CHC@ATL","ATL","CHC","","","","",""
"34071-82923","P","Luke","Luke Bard","Bard","6","1","5500","LAA@SEA","LAA","SEA","","","","",""
"34071-82922","P","Tyler","Tyler Kinley","Kinley","7","2","5500","NYM@MIA","MIA","NYM","","","","",""
"34071-5107","P","Sergio","Sergio Romo","Romo","-5","2","5500","NYM@MIA","MIA","NYM","","","","",""
"34071-63476","P","Brian","Brian Johnson","Johnson","12","2","5500","BOS@OAK","BOS","OAK","","","","",""
"34071-12933","OF","Mike","Mike Trout","Trout","12.566666920979818","3","4900","LAA@SEA","LAA","SEA","","","","",""
"34071-39151","OF","Mookie","Mookie Betts","Betts","6.133333206176758","3","4800","BOS@OAK","BOS","OAK","","","","",""
"34071-13540","OF","J.D.","J.D. Martinez","Martinez","12.566666920979818","3","4700","BOS@OAK","BOS","OAK","","","","",""
"34071-13719","3B","Nolan","Nolan Arenado","Arenado","8.299999872843424","3","4700","COL@TAM","COL","TAM","","","","",""
"34071-52158","SS","Trevor","Trevor Story","Story","12.533332824707031","3","4700","COL@TAM","COL","TAM","","","","",""
"34071-14038","OF","Khris","Khris Davis","Davis","15.819999694824219","5","4600","BOS@OAK","OAK","BOS","","","","",""
"34071-21885","SS","Javier","Javier Baez","Baez","34.650001525878906","2","4500","CHC@ATL","CHC","ATL","","","","",""
"34071-52147","3B","Kris","Kris Bryant","Bryant","21.950000762939453","2","4500","CHC@ATL","CHC","ATL","","","","",""
"34071-14562","2B","Jose","Jose Altuve","Altuve","12.300000508626303","3","4400","HOU@TEX","HOU","TEX","","","","",""
"34071-16983","OF","George","George Springer","Springer","12.566666920979818","3","4400","HOU@TEX","HOU","TEX","","","","",""
"34071-12940","1B","Anthony","Anthony Rizzo","Rizzo","12.449999809265137","2","4300","CHC@ATL","CHC","ATL","","","","",""
"34071-79756","OF","Ronald","Ronald Acuna Jr.","Acuna Jr.","10.850000381469727","2","4300","CHC@ATL","ATL","CHC","","","","",""
"34071-68522","3B","Alex","Alex Bregman","Bregman","6.233333587646484","3","4300","HOU@TEX","HOU","TEX","","","","",""
"34071-13229","OF","Charlie","Charlie Blackmon","Blackmon","12.566666920979818","3","4300","COL@TAM","COL","TAM","","","","",""
"34071-11334","1B","Freddie","Freddie Freeman","Freeman","15.5","2","4200","CHC@ATL","ATL","CHC","","","","",""
"34071-79159","OF","Cody","Cody Bellinger","Bellinger","31.433334350585938","3","4200","SFG@LOS","LOS","SFG","","","","",""
"34071-13929","3B","Manny","Manny Machado","Machado","3","3","4200","ARI@SDP","SDP","ARI","","","","",""
"34071-5390","2B","Robinson","Robinson Cano","Cano","12.600000381469727","2","4100","NYM@MIA","NYM","MIA","","","","",""
"34071-68495","OF","Andrew","Andrew Benintendi","Benintendi","7.400000254313151","3","4100","BOS@OAK","BOS","OAK","","","","",""
"34071-37982","SS","Xander","Xander Bogaerts","Bogaerts","9.233333587646484","3","4000","BOS@OAK","BOS","OAK","","","","",""
"34071-6312","3B","Justin","Justin Turner","Turner","17.03333282470703","3","4000","SFG@LOS","LOS","SFG","","","","",""
"34071-53586","OF","David","David Peralta","Peralta","14.533332824707031","3","4000","ARI@SDP","ARI","SDP","","","","",""
"34071-73159","OF","Mitch","Mitch Haniger","Haniger","12.359999847412109","5","3900","LAA@SEA","SEA","LAA","","","","",""
"34071-38615","OF","Domingo","Domingo Santana","Santana","25.8","5","3900","LAA@SEA","SEA","LAA","","","","",""
"34071-68544","3B","Matt","Matt Chapman","Chapman","13.660000610351563","5","3900","BOS@OAK","OAK","BOS","","","","",""
"34071-52176","1B","Max","Max Muncy","Muncy","10.566666920979818","3","3900","SFG@LOS","LOS","SFG","","","","",""
"34071-6273","OF","Michael","Michael Brantley","Brantley","13.566666920979818","3","3800","HOU@TEX","HOU","TEX","","","","",""
"34071-5562","1B","Edwin","Edwin Encarnacion","Encarnacion","11.05999984741211","5","3800","LAA@SEA","SEA","LAA","","","","",""
"34071-52153","OF","David","David Dahl","Dahl","15.633333841959635","3","3800","COL@TAM","COL","TAM","","","","",""
"34071-6197","OF","Justin","Justin Upton","Upton","10.789655172413793","145","3700","LAA@SEA","LAA","SEA","IL","Toe","","",""
"34071-13487","OF","Tommy","Tommy Pham","Pham","12.40000025431315","3","3700","COL@TAM","TAM","COL","","","","",""
"34071-38412","SS","Corey","Corey Seager","Seager","14.699999491373697","3","3700","SFG@LOS","LOS","SFG","","","","",""
"34071-13864","OF","Joc","Joc Pederson","Pederson","34.300000508626304","3","3700","SFG@LOS","LOS","SFG","","","","",""
"34071-21584","2B","Rougned","Rougned Odor","Odor","10.850000381469727","2","3600","HOU@TEX","TEX","HOU","","","","",""
"34071-11443","1B","Justin","Justin Smoak","Smoak","13.800000508626303","3","3600","BAL@TOR","TOR","BAL","","","","",""
"34071-38321","OF","Joey","Joey Gallo","Gallo","17.450000762939453","2","3600","HOU@TEX","TEX","HOU","","","","",""
"34071-12931","OF","Wil","Wil Myers","Myers","17.46666717529297","3","3600","ARI@SDP","SDP","ARI","","","","",""
"34071-38252","OF","Stephen","Stephen Piscotty","Piscotty","10.04000015258789","5","3500","BOS@OAK","OAK","BOS","","","","",""
"34071-12970","OF","A.J.","A.J. Pollock","Pollock","18.8000005086263","3","3500","SFG@LOS","LOS","SFG","","","","",""
"34071-71466","3B","Ryon","Ryon Healy","Healy","20.08000030517578","5","3500","LAA@SEA","SEA","LAA","","","","",""
"34071-60631","OF","Kyle","Kyle Schwarber","Schwarber","17.100000381469727","2","3400","CHC@ATL","CHC","ATL","","","","",""
"34071-82440","OF","Shohei","Shohei Ohtani","Ohtani","9.923684638843202","114","3400","LAA@SEA","LAA","SEA","IL","Elbow","","",""
"34071-38614","SS","Carlos","Carlos Correa","Correa","9.922727272727272","110","3400","HOU@TEX","HOU","TEX","","","","",""
"34071-13239","3B","Eduardo","Eduardo Escobar","Escobar","3","3","3400","ARI@SDP","ARI","SDP","","","","",""
"34071-5222","OF","Shin-soo","Shin-soo Choo","Choo","10","1","3300","HOU@TEX","TEX","HOU","","","","",""
"34071-5262","OF","Adam","Adam Jones","Jones","16.46666717529297","3","3300","ARI@SDP","ARI","SDP","","","","",""
"34071-38326","OF","Nomar","Nomar Mazara","Mazara","18.700000762939453","2","3300","HOU@TEX","TEX","HOU","","","","",""
"34071-13792","2B","Kike","Kike Hernandez","Hernandez","28.149999618530273","2","3300","SFG@LOS","LOS","SFG","","","","",""
"34071-82614","1B","Pete","Pete Alonso","Alonso","15.600000381469727","2","3300","NYM@MIA","NYM","MIA","","","","",""
"34071-12113","3B","Josh","Josh Donaldson","Donaldson","3.0999999046325684","2","3300","CHC@ATL","ATL","CHC","","","","",""
"34071-13262","2B","Jurickson","Jurickson Profar","Profar","5.479999923706055","5","3300","BOS@OAK","OAK","BOS","","","","",""
"34071-52180","OF","Austin","Austin Meadows","Meadows","9.233333587646484","3","3300","COL@TAM","TAM","COL","","","","",""
"34071-68587","2B","Ozzie","Ozzie Albies","Albies","4.5","2","3300","CHC@ATL","ATL","CHC","","","","",""
"34071-21705","SS","Marcus","Marcus Semien","Semien","11.819999694824219","5","3200","BOS@OAK","OAK","BOS","","","","",""
"34071-5359","SS","Elvis","Elvis Andrus","Andrus","20.200000762939453","2","3200","HOU@TEX","TEX","HOU","","","","",""
"34071-5504","2B","Ian","Ian Kinsler","Kinsler","12.366666158040365","3","3200","ARI@SDP","SDP","ARI","","","","",""
"34071-5607","3B","Evan","Evan Longoria","Longoria","12.466667175292969","3","3200","SFG@LOS","SFG","LOS","DTD","Calf","","",""
"34071-38842","OF","Mallex","Mallex Smith","Smith","21.700000762939453","2","3200","LAA@SEA","SEA","LAA","","","","",""
"34071-60642","OF","Michael","Michael Conforto","Conforto","6.199999809265137","2","3100","NYM@MIA","NYM","MIA","","","","",""
"34071-71507","1B","Yuli","Yuli Gurriel","Gurriel","6","3","3100","HOU@TEX","HOU","TEX","","","","",""
"34071-68585","3B","Rafael","Rafael Devers","Devers","11.133333841959635","3","3100","BOS@OAK","BOS","OAK","","","","",""
"34071-5263","OF","Nick","Nick Markakis","Markakis","3.25","2","3000","CHC@ATL","ATL","CHC","","","","",""
"34071-85307","3B","Jeff","Jeff McNeil","McNeil","18.700000762939453","2","3000","NYM@MIA","NYM","MIA","","","","",""
"34071-73023","OF","Teoscar","Teoscar Hernandez","Hernandez","7.299999872843425","3","3000","BAL@TOR","TOR","BAL","","","","",""
"34071-38218","1B","Christian","Christian Walker","Walker","28.549999237060547","2","3000","ARI@SDP","ARI","SDP","","","","",""
"34071-5608","2B","Ben","Ben Zobrist","Zobrist","9.199999809265137","2","3000","CHC@ATL","CHC","ATL","","","","",""
"34071-79393","SS","Fernando","Fernando Tatis Jr.","Tatis Jr.","8.066666920979818","3","3000","ARI@SDP","SDP","ARI","","","","",""
"34071-16964","OF","Yoenis","Yoenis Cespedes","Cespedes","11.460526315789474","38","3000","NYM@MIA","NYM","MIA","IL","Heel","","",""
"34071-17097","OF","Brandon","Brandon Nimmo","Nimmo","3","2","3000","NYM@MIA","NYM","MIA","","","","",""
"34071-6029","2B","Jed","Jed Lowrie","Lowrie","10.446496659783042","157","3000","NYM@MIA","NYM","MIA","IL","Knee","","",""
"34071-52175","1B","Matt","Matt Olson","Olson","4.599999904632568","2","3000","BOS@OAK","OAK","BOS","IL","Hand","","",""
"34071-52187","1B","Ji-Man","Ji-Man Choi","Choi","7.333333333333333","3","3000","COL@TAM","TAM","COL","","","","",""
"34071-5094","1B","Daniel","Daniel Murphy","Murphy","3.0999999046325684","2","3000","COL@TAM","COL","TAM","DTD","Finger","","",""
"34071-5114","OF","Curtis","Curtis Granderson","Granderson","17.350000381469727","2","3000","NYM@MIA","MIA","NYM","","","","",""
"34071-5221","3B","Asdrubal","Asdrubal Cabrera","Cabrera","18.700000762939453","2","2900","HOU@TEX","TEX","HOU","","","","",""
"34071-53401","OF","Trey","Trey Mancini","Mancini","10.850000381469727","2","2900","BAL@TOR","BAL","TOR","","","","",""
"34071-12462","1B","Mitch","Mitch Moreland","Moreland","12.633333841959635","3","2900","BOS@OAK","BOS","OAK","","","","",""
"34071-13691","OF","Ender","Ender Inciarte","Inciarte","12.199999809265137","2","2900","CHC@ATL","ATL","CHC","","","","",""
"34071-21887","C","Willson","Willson Contreras","Contreras","17.200000762939453","2","2900","CHC@ATL","CHC","ATL","","","","",""
"34071-13909","OF","Randal","Randal Grichuk","Grichuk","3.066666603088379","3","2900","BAL@TOR","TOR","BAL","","","","",""
"34071-11326","SS","Tim","Tim Beckham","Beckham","22.480000305175782","5","2800","LAA@SEA","SEA","LAA","","","","",""
"34071-38276","OF","Albert","Albert Almora Jr.","Almora Jr.","7.849999904632568","2","2800","CHC@ATL","CHC","ATL","","","","",""
"34071-5532","1B","Steve","Steve Pearce","Pearce","9.092105263157896","76","2800","BOS@OAK","BOS","OAK","IL","Calf","","",""
"34071-13924","OF","Kole","Kole Calhoun","Calhoun","8.299999872843424","3","2800","LAA@SEA","LAA","SEA","","","","",""
"34071-17014","SS","Andrelton","Andrelton Simmons","Simmons","7.5","3","2800","LAA@SEA","LAA","SEA","","","","",""
"34071-38561","2B","Chris","Chris Taylor","Taylor","1","3","2800","SFG@LOS","LOS","SFG","","","","",""
"34071-12168","2B","Starlin","Starlin Castro","Castro","3.066666603088379","3","2800","NYM@MIA","MIA","NYM","","","","",""
"34071-68531","3B","Brian","Brian Anderson","Anderson","2","3","2800","NYM@MIA","MIA","NYM","","","","",""
"34071-73832","2B","Joey","Joey Wendle","Wendle","2","3","2700","COL@TAM","TAM","COL","","","","",""
"34071-83051","3B","David","David Bote","Bote","10.699999809265137","2","2700","CHC@ATL","CHC","ATL","","","","",""
"34071-13430","2B","Jonathan","Jonathan Villar","Villar","3","2","2700","BAL@TOR","BAL","TOR","","","","",""
"34071-6292","C","Buster","Buster Posey","Posey","4","3","2700","SFG@LOS","SFG","LOS","","","","",""
"34071-6319","OF","Ian","Ian Desmond","Desmond","5.333333333333333","3","2700","COL@TAM","COL","TAM","","","","",""
"34071-79120","3B","Yandy","Yandy Diaz","Diaz","13.300000508626303","3","2700","COL@TAM","TAM","COL","","","","",""
"34071-12585","OF","Mark","Mark Trumbo","Trumbo","9.002222357855903","90","2700","BAL@TOR","BAL","TOR","IL","Knee","","",""
"34071-12928","1B","Eric","Eric Hosmer","Hosmer","8.40000025431315","3","2700","ARI@SDP","SDP","ARI","","","","",""
"34071-14004","1B","Justin","Justin Bour","Bour","4.166666666666667","3","2700","LAA@SEA","LAA","SEA","","","","",""
"34071-54068","OF","Hunter","Hunter Renfroe","Renfroe","1.5","2","2700","ARI@SDP","SDP","ARI","","","","",""
"34071-6005","OF","Matt","Matt Joyce","Joyce","11.100000381469727","2","2700","CHC@ATL","ATL","CHC","","","","",""
"34071-5279","1B","Kendrys","Kendrys Morales","Morales","6.099999904632568","2","2600","BOS@OAK","OAK","BOS","","","","",""
"34071-84133","OF","Franmil","Franmil Reyes","Reyes","1.1666666666666667","3","2600","ARI@SDP","SDP","ARI","","","","",""
"34071-12577","OF","Jarrod","Jarrod Dyson","Dyson","16.950000762939453","2","2600","ARI@SDP","ARI","SDP","","","","",""
"34071-13638","2B","Wilmer","Wilmer Flores","Flores","4.599999904632568","2","2600","ARI@SDP","ARI","SDP","","","","",""
"34071-79238","OF","Steven","Steven Duggar","Duggar","9.066666920979818","3","2600","SFG@LOS","SFG","LOS","","","","",""
"34071-38297","C","Austin","Austin Barnes","Barnes","20.766666412353516","3","2600","SFG@LOS","LOS","SFG","","","","",""
"34071-85504","2B","Brandon","Brandon Lowe","Lowe","0","2","2600","COL@TAM","TAM","COL","","","","",""
"34071-13854","OF","Robbie","Robbie Grossman","Grossman","6.1200000762939455","5","2600","BOS@OAK","OAK","BOS","","","","",""
"34071-12900","1B","Brandon","Brandon Belt","Belt","2","3","2600","SFG@LOS","SFG","LOS","","","","",""
"34071-52878","OF","Billy","Billy McKinney","McKinney","7.849999904632568","2","2600","BAL@TOR","TOR","BAL","","","","",""
"34071-12123","C","Wilson","Wilson Ramos","Ramos","15.800000190734863","2","2600","NYM@MIA","NYM","MIA","","","","",""
"34071-68499","OF","Johan","Johan Camargo","Camargo","0","2","2600","CHC@ATL","ATL","CHC","","","","",""
"34071-68514","2B","Ryan","Ryan McMahon","McMahon","12.366666158040365","3","2600","COL@TAM","COL","TAM","","","","",""
"34071-68627","1B","Tyler","Tyler White","White","3","3","2500","HOU@TEX","HOU","TEX","","","","",""
"34071-5177","1B","Albert","Albert Pujols","Pujols","4","3","2500","LAA@SEA","LAA","SEA","","","","",""
"34071-6276","1B","Neil","Neil Walker","Walker","7.233333587646484","3","2500","NYM@MIA","MIA","NYM","","","","",""
"34071-83155","OF","Ramon","Ramon Laureano","Laureano","1.2","5","2500","BOS@OAK","OAK","BOS","","","","",""
"34071-79176","SS","JT","JT Riddle","Riddle","6.233333587646484","3","2500","NYM@MIA","MIA","NYM","","","","",""
"34071-79272","2B","Lourdes","Lourdes Gurriel Jr.","Gurriel Jr.","1.5","2","2500","BAL@TOR","TOR","BAL","","","","",""
"34071-12863","3B","Todd","Todd Frazier","Frazier","9.376522163722827","115","2500","NYM@MIA","NYM","MIA","IL","Oblique","","",""
"34071-53844","3B","Matt","Matt Duffy","Duffy","8.55151552142519","132","2500","COL@TAM","TAM","COL","IL","Hamstring","","",""
"34071-12935","2B","Dee","Dee Gordon","Gordon","9.419999694824218","5","2500","LAA@SEA","SEA","LAA","","","","",""
"34071-12985","OF","Avisail","Avisail Garcia","Garcia","1.5","2","2500","COL@TAM","TAM","COL","","","","",""
"34071-82655","C","Danny","Danny Jansen","Jansen","1.5","2","2500","BAL@TOR","TOR","BAL","","","","",""
"34071-5857","OF","Jay","Jay Bruce","Bruce","10.819999694824219","5","2500","LAA@SEA","SEA","LAA","","","","",""
"34071-11129","OF","Jason","Jason Heyward","Heyward","8.100000381469727","2","2500","CHC@ATL","CHC","ATL","","","","",""
"34071-5189","OF","Josh","Josh Reddick","Reddick","4.5","2","2400","HOU@TEX","HOU","TEX","","","","",""
"34071-21612","SS","Nick","Nick Ahmed","Ahmed","10.299999872843424","3","2400","ARI@SDP","ARI","SDP","","","","",""
"34071-12505","3B","Eduardo","Eduardo Nunez","Nunez","6.133333206176758","3","2400","BOS@OAK","BOS","OAK","","","","",""
"34071-38196","1B","Jake","Jake Lamb","Lamb","4.5","2","2400","ARI@SDP","ARI","SDP","","","","",""
"34071-5474","1B","Mark","Mark Reynolds","Reynolds","0","1","2400","COL@TAM","COL","TAM","","","","",""
"34071-13685","2B","Brock","Brock Holt","Holt","3","1","2400","BOS@OAK","BOS","OAK","","","","",""
"34071-38324","C","Jorge","Jorge Alfaro","Alfaro","10.850000381469727","2","2400","NYM@MIA","MIA","NYM","","","","",""
"34071-13794","OF","Delino","Delino DeShields","DeShields","3","2","2400","HOU@TEX","TEX","HOU","","","","",""
"34071-52713","1B","Peter","Peter O'Brien","O'Brien","8.48181845925071","22","2400","NYM@MIA","MIA","NYM","","","","",""
"34071-12988","C","Robinson","Robinson Chirinos","Chirinos","6.066666920979817","3","2400","HOU@TEX","HOU","TEX","","","","",""
"34071-13034","SS","Charlie","Charlie Culberson","Culberson","22.200000762939453","1","2400","CHC@ATL","ATL","CHC","","","","",""
"34071-53007","3B","Daniel","Daniel Robertson","Robertson","0","2","2400","COL@TAM","TAM","COL","","","","",""
"34071-13102","SS","Freddy","Freddy Galvis","Galvis","7.400000254313151","3","2400","BAL@TOR","TOR","BAL","DTD","Back","","",""
"34071-68489","OF","Dwight","Dwight Smith Jr.","Smith Jr.","10.850000381469727","2","2400","BAL@TOR","BAL","TOR","","","","",""
"34071-68586","SS","Dansby","Dansby Swanson","Swanson","20.299999237060547","2","2400","CHC@ATL","ATL","CHC","","","","",""
"34071-68589","SS","Amed","Amed Rosario","Rosario","6.099999904632568","2","2400","NYM@MIA","NYM","MIA","","","","",""
"34071-5122","C","Alex","Alex Avila","Avila","16.950000762939453","2","2300","ARI@SDP","ARI","SDP","","","","",""
"34071-13390","SS","Miguel","Miguel Rojas","Rojas","10.566666920979818","3","2300","NYM@MIA","MIA","NYM","","","","",""
"34071-21637","OF","Jackie","Jackie Bradley Jr.","Bradley Jr.","7.233333587646484","3","2300","BOS@OAK","BOS","OAK","","","","",""
"34071-21666","OF","Mark","Mark Canha","Canha","14.100000381469727","2","2300","BOS@OAK","OAK","BOS","","","","",""
"34071-38127","C","Tony","Tony Wolters","Wolters","15.699999809265137","1","2300","COL@TAM","COL","TAM","","","","",""
"34071-38136","SS","Addison","Addison Russell","Russell","6.756923264723557","130","2300","CHC@ATL","CHC","ATL","NA","Suspension","","",""
"34071-21853","OF","Ketel","Ketel Marte","Marte","3.3333333333333335","3","2300","ARI@SDP","ARI","SDP","","","","",""
"34071-12660","2B","Daniel","Daniel Descalso","Descalso","0","1","2300","CHC@ATL","CHC","ATL","","","","",""
"34071-13710","3B","Yangervis","Yangervis Solarte","Solarte","7.233333587646484","3","2300","SFG@LOS","SFG","LOS","","","","",""
"34071-79277","1B","Rowdy","Rowdy Tellez","Tellez","3","2","2300","BAL@TOR","TOR","BAL","","","","",""
"34071-13858","C","Christian","Christian Vazquez","Vazquez","12.533332824707031","3","2300","BOS@OAK","BOS","OAK","","","","",""
"34071-17025","2B","Joe","Joe Panik","Panik","3.1666666666666665","3","2300","SFG@LOS","SFG","LOS","","","","",""
"34071-70277","C","Kevan","Kevan Smith","Smith","7.4365386962890625","52","2300","LAA@SEA","LAA","SEA","","","","",""
"34071-13961","OF","Kevin","Kevin Kiermaier","Kiermaier","6.299999872843425","3","2300","COL@TAM","TAM","COL","","","","",""
"34071-12961","SS","Brandon","Brandon Crawford","Crawford","3","3","2300","SFG@LOS","SFG","LOS","","","","",""
"34071-5084","C","Chris","Chris Iannetta","Iannetta","10.850000381469727","2","2300","COL@TAM","COL","TAM","","","","",""
"34071-5146","OF","Hunter","Hunter Pence","Pence","6.199999809265137","1","2200","HOU@TEX","TEX","HOU","","","","",""
"34071-82977","C","Isiah","Isiah Kiner-Falefa","Kiner-Falefa","12.199999809265137","1","2200","HOU@TEX","TEX","HOU","","","","",""
"34071-11338","3B","Zack","Zack Cozart","Cozart","4.066666603088379","3","2200","LAA@SEA","LAA","SEA","","","","",""
"34071-5243","C","Brian","Brian McCann","McCann","6","1","2200","CHC@ATL","ATL","CHC","","","","",""
"34071-54401","OF","Manuel","Manuel Margot","Margot","6.400000254313151","3","2200","ARI@SDP","SDP","ARI","","","","",""
"34071-81046","OF","Garrett","Garrett Cooper","Cooper","0","3","2200","NYM@MIA","MIA","NYM","IL","Calf","","",""
"34071-60655","SS","Willy","Willy Adames","Adames","0","2","2200","COL@TAM","TAM","COL","","","","",""
"34071-5366","2B","Dustin","Dustin Pedroia","Pedroia","4.066666603088379","3","2200","BOS@OAK","BOS","OAK","IL","Knee","","",""
"34071-85320","C","Michael","Michael Perez","Perez","15.699999809265137","1","2200","COL@TAM","TAM","COL","","","","",""
"34071-71217","C","Omar","Omar Narvaez","Narvaez","9.299999872843424","3","2200","LAA@SEA","SEA","LAA","","","","",""
"34071-82536","OF","Cedric","Cedric Mullins","Mullins","4.599999904632568","2","2200","BAL@TOR","BAL","TOR","","","","",""
"34071-21172","3B","Brandon","Brandon Drury","Drury","7.066666920979817","3","2200","BAL@TOR","TOR","BAL","","","","",""
"34071-13099","C","Travis","Travis d'Arnaud","d'Arnaud","8.675000190734863","4","2200","NYM@MIA","NYM","MIA","IL","Elbow","","",""
"34071-68478","OF","Chad","Chad Pinder","Pinder","5.425000190734863","4","2200","BOS@OAK","OAK","BOS","","","","",""
"34071-13201","C","Jesus","Jesus Sucre","Sucre","12.850000381469727","2","2200","BAL@TOR","BAL","TOR","","","","",""
"34071-52170","1B","Dominic","Dominic Smith","Smith","8.100000381469727","2","2200","NYM@MIA","NYM","MIA","","","","",""
"34071-81883","C","David","David Freitas","Freitas","9.699999809265137","1","2200","LAA@SEA","SEA","LAA","","","","",""
"34071-52197","OF","Brian","Brian Goodwin","Goodwin","6.199999809265137","2","2200","LAA@SEA","LAA","SEA","","","","",""
"34071-6282","C","Tyler","Tyler Flowers","Flowers","12.199999809265137","1","2100","CHC@ATL","ATL","CHC","","","","",""
"34071-5299","C","Russell","Russell Martin","Martin","7.599999904632568","2","2100","SFG@LOS","LOS","SFG","","","","",""
"34071-60635","OF","Raimel","Raimel Tapia","Tapia","0","3","2100","COL@TAM","COL","TAM","","","","",""
"34071-5399","OF","Martin","Martin Prado","Prado","6.299999872843425","3","2100","NYM@MIA","MIA","NYM","","","","",""
"34071-79160","OF","Alex","Alex Verdugo","Verdugo","5.233333269755046","3","2100","SFG@LOS","LOS","SFG","","","","",""
"34071-38299","OF","Kevin","Kevin Pillar","Pillar","0","3","2100","BAL@TOR","TOR","BAL","","","","",""
"34071-79262","1B","Ronald","Ronald Guzman","Guzman","6.099999904632568","2","2100","HOU@TEX","TEX","HOU","","","","",""
"34071-53725","3B","Renato","Renato Nunez","Nunez","0","2","2100","BAL@TOR","BAL","TOR","","","","",""
"34071-72261","OF","Guillermo","Guillermo Heredia","Heredia","0","1","2100","COL@TAM","TAM","COL","","","","",""
"34071-80459","OF","Franchy","Franchy Cordero","Cordero","1","3","2100","ARI@SDP","SDP","ARI","","","","",""
"34071-82563","2B","Garrett","Garrett Hampson","Hampson","3.0999999046325684","2","2100","COL@TAM","COL","TAM","","","","",""
"34071-38599","OF","Lewis","Lewis Brinson","Brinson","5.133333206176758","3","2100","NYM@MIA","MIA","NYM","","","","",""
"34071-13072","2B","Logan","Logan Forsythe","Forsythe","5.7241668701171875","120","2100","HOU@TEX","TEX","HOU","","","","",""
"34071-54049","SS","Aledmys","Aledmys Diaz","Diaz","0","2","2100","HOU@TEX","HOU","TEX","","","","",""
"34071-17198","2B","Tommy","Tommy La Stella","La Stella","2","3","2100","LAA@SEA","LAA","SEA","","","","",""
"34071-5945","3B","David","David Freese","Freese","6.099999904632568","2","2100","SFG@LOS","LOS","SFG","","","","",""
"34071-68496","1B","Sam","Sam Travis","Travis","6","1","2100","BOS@OAK","BOS","OAK","","","","",""
"34071-68509","OF","Mark","Mark Zagunis","Zagunis","12.699999809265137","1","2100","CHC@ATL","CHC","ATL","","","","",""
"34071-68525","3B","J.D.","J.D. Davis","Davis","13.199999809265137","1","2100","NYM@MIA","NYM","MIA","","","","",""
"34071-12237","C","Jonathan","Jonathan Lucroy","Lucroy","4.066666603088379","3","2100","LAA@SEA","LAA","SEA","","","","",""
"34071-38955","OF","Joey","Joey Rickard","Rickard","3.0999999046325684","2","2000","BAL@TOR","BAL","TOR","","","","",""
"34071-13359","C","Chris","Chris Herrmann","Herrmann","4.713888804117839","36","2000","BOS@OAK","OAK","BOS","IL","Knee","","",""
"34071-37983","C","Mike","Mike Zunino","Zunino","1.600000023841858","2","2000","COL@TAM","TAM","COL","","","","",""
"34071-82021","C","Tomas","Tomas Nido","Nido","3.985294117647059","34","2000","NYM@MIA","NYM","MIA","","","","",""
"34071-13422","OF","Jake","Jake Marisnick","Marisnick","4.599999904632568","2","2000","HOU@TEX","HOU","TEX","","","","",""
