"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"33887-12342","PF","Al-Farouq","Al-Farouq Aminu","Aminu","23.090410624464898","73","5100","POR@CHI","POR","CHI","","","","",""
"33887-23716","SF","Kyle","Kyle Anderson","Anderson","24.516277934229652","43","5100","GS@MEM","MEM","GS","O","Shoulder","","",""
"33887-23120","SF","TJ","TJ Warren","Warren","29.413954623909884","43","5000","WAS@PHO","PHO","WAS","O","Ankle","","",""
"33887-67556","SG","Tyler","Tyler Dorsey","Dorsey","9.205000305175782","40","5000","GS@MEM","MEM","GS","","","","",""
"33887-15583","PG","Seth","Seth Curry","Curry","11.531342919193097","67","4900","POR@CHI","POR","CHI","","","","",""
"33887-9483","C","Joakim","Joakim Noah","Noah","19.526189894903276","42","4800","GS@MEM","MEM","GS","O","Knee","","",""
"33887-82744","PG","Shaquille","Shaquille Harrison","Harrison","15.833333333333334","66","4800","POR@CHI","CHI","POR","","","","",""
"33887-80815","PF","Zach","Zach Collins","Collins","15.379412482766543","68","4800","POR@CHI","POR","CHI","","","","",""
"33887-9692","SF","Tyreke","Tyreke Evans","Evans","18.89032179309476","62","4800","IND@OKC","IND","OKC","","","","",""
"33887-55058","SF","Bruno","Bruno Caboclo","Caboclo","15.934614915114183","26","4600","GS@MEM","MEM","GS","","","","",""
"33887-15904","SF","Rodney","Rodney Hood","Hood","18.6640625","64","4500","POR@CHI","POR","CHI","","","","",""
"33887-9799","SG","Wesley","Wesley Matthews","Matthews","20.7265625","64","4400","IND@OKC","IND","OKC","","","","",""
"33887-9648","SF","Jeff","Jeff Green","Green","21.757534915453768","73","4400","WAS@PHO","WAS","PHO","","","","",""
"33887-14529","PG","Cory","Cory Joseph","Joseph","19.8756763355152","74","4400","IND@OKC","IND","OKC","","","","",""
"33887-16604","SG","Justin","Justin Holiday","Holiday","21.820269610430742","74","4400","GS@MEM","MEM","GS","","","","",""
"33887-84707","SF","Chandler","Chandler Hutchison","Hutchison","12.818181818181818","44","4400","POR@CHI","CHI","POR","O","Toe","","",""
"33887-23981","PG","Alex","Alex Caruso","Caruso","13.094118006089154","17","4200","LAL@UTA","LAL","UTA","","","","",""
"33887-9664","SG","Andre","Andre Iguodala","Iguodala","19.449207124255953","63","4100","GS@MEM","GS","MEM","","","","",""
"33887-23447","PF","Richaun","Richaun Holmes","Holmes","19.135820531133394","67","4000","WAS@PHO","PHO","WAS","","","","",""
"33887-14537","SF","Chandler","Chandler Parsons","Parsons","13.294444613986546","18","4000","GS@MEM","MEM","GS","","","","",""
"33887-12369","SF","Lance","Lance Stephenson","Stephenson","14.69206310453869","63","3900","LAL@UTA","LAL","UTA","","","","",""
"33887-9601","C","Andrew","Andrew Bogut","Bogut","18","4","3700","GS@MEM","GS","MEM","","","","",""
"33887-9870","SG","Kyle","Kyle Korver","Korver","13.91617629107307","68","3700","LAL@UTA","UTA","LAL","","","","",""
"33887-18338","SF","Royce","Royce O'Neale","O'Neale","13.713513348553631","74","3700","LAL@UTA","UTA","LAL","","","","",""
"33887-70819","PF","Dragan","Dragan Bender","Bender","9.971794715294472","39","3700","WAS@PHO","PHO","WAS","","","","",""
"33887-80820","SG","Terrance","Terrance Ferguson","Ferguson","12.13787841796875","66","3700","IND@OKC","OKC","IND","","","","",""
"33887-9465","PG","Raymond","Raymond Felton","Felton","9.065384498009315","26","3700","IND@OKC","OKC","IND","","","","",""
"33887-40562","SG","Josh","Josh Hart","Hart","18.150745904267723","67","3600","LAL@UTA","LAL","UTA","O","Knee","","",""
"33887-23740","PG","Ryan","Ryan Arcidiacono","Arcidiacono","16.31486552470439","74","3600","POR@CHI","CHI","POR","","","","",""
"33887-58576","C","Kevon","Kevon Looney","Looney","18.252113019916372","71","3600","GS@MEM","GS","MEM","","","","",""
"33887-67025","PF","Ivan","Ivan Rabb","Rabb","12.30243887552401","41","3600","GS@MEM","MEM","GS","","","","",""
"33887-49115","SG","Wayne","Wayne Selden","Selden","12.235294117647058","68","3600","POR@CHI","CHI","POR","","","","",""
"33887-17894","C","Mike","Mike Muscala","Muscala","14.536206475619611","58","3600","LAL@UTA","LAL","UTA","GTD","Ankle","","",""
"33887-84719","SG","Aaron","Aaron Holiday","Holiday","10.506666395399305","45","3600","IND@OKC","IND","OKC","","","","",""
"33887-63478","C","Cristiano","Cristiano Felicio","Felicio","8.915094339622641","53","3600","POR@CHI","CHI","POR","","","","",""
"33887-9473","C","Tyson","Tyson Chandler","Chandler","12.489091352982955","55","3500","LAL@UTA","LAL","UTA","O","Illness","","",""
"33887-66048","SF","Brandon","Brandon Ingram","Ingram","29.79615431565505","52","3500","LAL@UTA","LAL","UTA","O","Shoulder","","",""
"33887-18435","SF","Alfonzo","Alfonzo McKinnie","McKinnie","10.44126964750744","63","3500","GS@MEM","GS","MEM","","","","",""
"33887-19726","SF","Abdel","Abdel Nader","Nader","7.972727272727273","55","3500","IND@OKC","OKC","IND","","","","",""
"33887-55055","PG","Dante","Dante Exum","Exum","12.847618466331845","42","3500","LAL@UTA","UTA","LAL","O","Knee","","",""
"33887-40208","PG","Raul","Raul Neto","Neto","11.79999981504498","33","3500","LAL@UTA","UTA","LAL","","","","",""
"33887-23825","C","Nerlens","Nerlens Noel","Noel","16.804347826086957","69","3500","IND@OKC","OKC","IND","","","","",""
"33887-55057","C","Jusuf","Jusuf Nurkic","Nurkic","37.86250135633681","72","3500","POR@CHI","POR","CHI","O","Lower leg","","",""
"33887-20764","SF","Julian","Julian Washburn","Washburn","5.6099998474121096","10","3500","GS@MEM","MEM","GS","","","","",""
"33887-101412","SG","Brandon","Brandon Sampson","Sampson","6.414285932268415","7","3500","POR@CHI","CHI","POR","","","","",""
"33887-12339","C","Ekpe","Ekpe Udoh","Udoh","5.669767512831577","43","3500","LAL@UTA","UTA","LAL","","","","",""
"33887-12340","PF","Patrick","Patrick Patterson","Patterson","8.450819672131148","61","3500","IND@OKC","OKC","IND","","","","",""
"33887-15669","PF","Meyers","Meyers Leonard","Leonard","12.558182040127841","55","3500","POR@CHI","POR","CHI","","","","",""
"33887-12348","SF","Wesley","Wesley Johnson","Johnson","8.2351354650549","37","3500","WAS@PHO","WAS","PHO","","","","",""
"33887-66109","PF","Skal","Skal Labissiere","Labissiere","4.666666666666667","18","3500","POR@CHI","POR","CHI","","","","",""
"33887-40255","SG","Davon","Davon Reed","Reed","1.1749999523162842","8","3500","IND@OKC","IND","OKC","","","","",""
"33887-40769","C","Jordan","Jordan Bell","Bell","10.44098400678791","61","3500","GS@MEM","GS","MEM","O","Suspension","","",""
"33887-66114","SG","Antonio","Antonio Blakeney","Blakeney","10.849056603773585","53","3500","POR@CHI","CHI","POR","","","","",""
"33887-16197","SG","Chasson","Chasson Randle","Randle","10.573809669131325","42","3500","WAS@PHO","WAS","PHO","","","","",""
"33887-20805","SG","Troy","Troy Daniels","Daniels","9.615909229625355","44","3500","WAS@PHO","PHO","WAS","","","","",""
"33887-12359","SF","Evan","Evan Turner","Turner","17.920000751201922","65","3500","POR@CHI","POR","CHI","","","","",""
"33887-15947","SG","Reggie","Reggie Bullock","Bullock","18.94098400678791","61","3500","LAL@UTA","LAL","UTA","GTD","Foot","","",""
"33887-18256","SF","Doug","Doug McDermott","McDermott","10.447826440783514","69","3500","IND@OKC","IND","OKC","","","","",""
"33887-23121","PF","Tyler","Tyler Cavanaugh","Cavanaugh","1.225000023841858","8","3500","LAL@UTA","UTA","LAL","","","","",""
"33887-85586","PF","Marcus","Marcus Derrickson","Derrickson","4.344444274902344","9","3500","GS@MEM","GS","MEM","","","","",""
"33887-58457","SF","Devin","Devin Robinson","Robinson","10.600000381469727","4","3500","WAS@PHO","WAS","PHO","GTD","Hip","","",""
"33887-16230","SG","Jordan","Jordan McRae","McRae","8.4272724498402","22","3500","WAS@PHO","WAS","PHO","","","","",""
"33887-23155","SG","Naz","Naz Mitrou-Long","Mitrou-Long","1.2636363289572976","11","3500","LAL@UTA","UTA","LAL","","","","",""
"33887-85106","SG","Deonte","Deonte Burton","Burton","5.753571646554129","28","3500","IND@OKC","OKC","IND","","","","",""
"33887-23156","PF","Georges","Georges Niang","Niang","5.749019847196691","51","3500","LAL@UTA","UTA","LAL","","","","",""
"33887-41082","C","Damian","Damian Jones","Jones","14.875","24","3500","GS@MEM","GS","MEM","O","Pectoral","","",""
"33887-66174","PG","Jawun","Jawun Evans","Evans","5.485714503696987","7","3500","IND@OKC","OKC","IND","","","","",""
"33887-95114","SF","Donte","Donte Grantham","Grantham","0","3","3500","IND@OKC","OKC","IND","","","","",""
"33887-58270","PG","Edmond","Edmond Sumner","Sumner","5.625","20","3500","IND@OKC","IND","OKC","","","","",""
"33887-80806","PG","Lonzo","Lonzo Ball","Ball","27.865956407912233","47","3500","LAL@UTA","LAL","UTA","O","Ankle","","",""
"33887-70825","SG","Timothe","Timothe Luwawu-Cabarrot","Luwawu-Cabarrot","6.855813669603925","43","3500","POR@CHI","CHI","POR","","","","",""
"33887-9643","PG","Shaun","Shaun Livingston","Livingston","11.354386179070724","57","3500","GS@MEM","GS","MEM","","","","",""
"33887-14508","SG","Jimmer","Jimmer Fredette","Fredette","5.550000190734863","2","3500","WAS@PHO","PHO","WAS","","","","",""
"33887-9647","SF","Thabo","Thabo Sefolosha","Sefolosha","8.897619338262649","42","3500","LAL@UTA","UTA","LAL","","","","",""
"33887-14511","PF","Markieff","Markieff Morris","Morris","19.72800048828125","50","3500","IND@OKC","OKC","IND","","","","",""
"33887-80818","PF","TJ","TJ Leaf","Leaf","7.2745098039215685","51","3500","IND@OKC","IND","OKC","","","","",""
"33887-80823","C","Tony","Tony Bradley","Bradley","2.5999999046325684","1","3500","LAL@UTA","UTA","LAL","","","","",""
"33887-15548","SG","Andre","Andre Roberson","Roberson","17.82051282051282","39","3500","IND@OKC","OKC","IND","O","Kneecap","","",""
"33887-84668","SF","Troy","Troy Brown Jr.","Brown Jr.","9.68000013563368","45","3500","WAS@PHO","WAS","PHO","","","","",""
"33887-84676","PF","Wendell","Wendell Carter Jr.","Carter Jr.","25.62272782759233","44","3500","POR@CHI","CHI","POR","O","Thumb","","",""
"33887-18376","SG","Damion","Damion Lee","Lee","7.2592592592592595","27","3500","GS@MEM","GS","MEM","","","","",""
"33887-84687","SF","George","George King","King","1.2000000476837158","1","3500","WAS@PHO","PHO","WAS","","","","",""
"33887-84686","PG","Elie","Elie Okobo","Okobo","12.215217922044838","46","3500","WAS@PHO","PHO","WAS","","","","",""
"33887-84695","SG","Gary","Gary Trent Jr.","Trent Jr.","2.3363637057217685","11","3500","POR@CHI","POR","CHI","","","","",""
"33887-84697","SG","Jacob","Jacob Evans","Evans","2.3407407689977577","27","3500","GS@MEM","GS","MEM","","","","",""
"33887-84696","PG","Jevon","Jevon Carter","Carter","9.935483870967742","31","3500","GS@MEM","MEM","GS","","","","",""
"33887-84699","SG","Hamidou","Hamidou Diallo","Diallo","8.310416539510092","48","3500","IND@OKC","OKC","IND","","","","",""
"33887-15582","PG","Quinn","Quinn Cook","Cook","11.273845966045673","65","3500","GS@MEM","GS","MEM","","","","",""
"33887-84703","PG","De'Anthony","De'Anthony Melton","Melton","16.702273282137785","44","3500","WAS@PHO","PHO","WAS","","","","",""
"33887-9953","C","Ian","Ian Mahinmi","Mahinmi","12.181249618530273","32","3500","WAS@PHO","WAS","PHO","","","","",""
"33887-23780","SF","Jake","Jake Layman","Layman","14.201612903225806","62","3500","POR@CHI","POR","CHI","","","","",""
"33887-84711","SG","Grayson","Grayson Allen","Allen","5.287499904632568","32","3500","LAL@UTA","UTA","LAL","","","","",""
"33887-18919","SG","Scott","Scott Machado","Machado","1.5","2","3500","LAL@UTA","LAL","UTA","","","","",""
"33887-9448","SG","Jamal","Jamal Crawford","Crawford","13.056896341258081","58","3500","WAS@PHO","PHO","WAS","","","","",""
"33887-17384","C","Kyle","Kyle O'Quinn","O'Quinn","10.073809669131325","42","3500","IND@OKC","IND","OKC","","","","",""
"33887-9962","PF","Jonas","Jonas Jerebko","Jerebko","14.392307692307693","65","3500","GS@MEM","GS","MEM","","","","",""
"33887-84714","C","Moritz","Moritz Wagner","Wagner","7.445714460100446","35","3500","LAL@UTA","LAL","UTA","","","","",""
"33887-84717","SG","Anfernee","Anfernee Simons","Simons","2.0266666412353516","15","3500","POR@CHI","POR","CHI","","","","",""
"33887-84718","PF","Alize","Alize Johnson","Johnson","1.5500000317891438","12","3500","IND@OKC","IND","OKC","","","","",""
"33887-23282","SF","Sam","Sam Dekker","Dekker","13.657142275855655","42","3500","WAS@PHO","WAS","PHO","","","","",""
"33887-84722","SF","Isaac","Isaac Bonga","Bonga","2.9785714830671037","14","3500","LAL@UTA","LAL","UTA","","","","",""
"33887-84726","PF","Ray","Ray Spalding","Spalding","6.557143075125558","7","3500","WAS@PHO","PHO","WAS","","","","",""
"33887-85238","SF","Yuta","Yuta Watanabe","Watanabe","5.818181818181818","11","3500","GS@MEM","MEM","GS","","","","",""
"33887-85241","PF","Johnathan","Johnathan Williams","Williams","9.487500190734863","16","3500","LAL@UTA","LAL","UTA","","","","",""
"33887-85242","SG","Rawle","Rawle Alkins","Alkins","4.200000127156575","3","3500","POR@CHI","CHI","POR","","","","",""
"33887-9725","SF","CJ","CJ Miles","Miles","11.320754716981131","53","3500","GS@MEM","MEM","GS","O","Foot","","",""
